"module","controller","action","http_method","mutating","antiforgery","is_api","permission_attributes","inherited_permission","in_body_authorization","file"
"DevTools","DevSeedController","Hm2Edge","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm3Seed","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm3GuardTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm4Seed","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm4Accept","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm4Bump","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm5Seed","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm5Accept","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","HmGuardTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm6Seed","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm6Accept","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm16Accept","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm8Accept","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm9S1Accept","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm9S2Accept","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm10Accept","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","HmBAccept","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm7CountAccept","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm7LandedAccept","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","ApplyPresetGuardTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","NumberingConcurrencyTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1B3Test","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1B3TrackerTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1D5aTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1CloseShiftTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1D6ConcurrencyTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1B5bTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1ReverseJe","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1CloseBatchTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm23cTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm23c0Proofs","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm2CashierReturnFxTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm24Proofs","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm2PrecisionAudit","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm2KwdReturnTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm2KwdReceiptTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm2KwdInvoiceTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm2RoundingTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1DoublePostTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1Step0Teardown","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1GuardPurchaseTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1Step0PurchaseTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1D6RaceTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1PhaseDMeasure","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm2RateStalenessTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm2KwdFunctionalCompany","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm2RatePrecisionProbe","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedCurrencies","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedItemAllMoves","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","CrmTestCampaign","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","CrmTestAnalytics","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","CrmTestPricing","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","CrmTest3WayMatch","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","CrmTestCrm","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestI4","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestI3","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestCosting","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestGl","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestComposite","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestI2","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedInvItems","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedInvComposite","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedItemImages","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedItemImagesReal","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedUomDemo","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestI6","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestI7","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestI9","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestInterbranch","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedInvRoles","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestApproval","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestFefo","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedWriteOffDemo","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestConcurrency","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedOpeningDemo","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestPeriodLock","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestIntegrity","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvReconcile","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvResyncItem","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1ResyncGuardTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","WarehouseSectionsTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedSectionsGroups","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","ReceiptLocationTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","OutboundLocationTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","BinStockTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","PosQuickMenuTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedRestaurantMenu","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","PosModifiersTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","PosPayRolesTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Rc2Test","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","PosTerminalsTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Pos2Test","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","True","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Pos3Test","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestAssetBridge","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestAssetCapitalize","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SessProbe","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","HrTestHoliday","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","HrTestAttendance","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","HrTestPayslip","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","HrTestDisburse","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedDisbursement","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedPayments","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","HrTestLeaveAccrual","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","HrTestDocs","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","HrTestSettlement","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","HrTestCarryOver","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","CrmTestEnrich","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","CrmTestQuotation","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","CrmTestSalesReturn","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","CrmTestPurchaseReturn","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","CrmTestCreditLimit","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedUsers","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedTestOrg","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedDeptHeads","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedAccounting","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedMultiCurrency","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","McTestP2p","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","McTestO2c","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","McTestFx","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","McTestReval","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","McTestPricing2","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","PricingTestMargin","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","PromotionTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","PricingTestCostPlus","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","ChatTestSeed","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","EmployeeRequestTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","AppraisalTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","TrainingTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","PricingTestDiscount","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","CrmTestAutomation","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","CrmTestCustomFields","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","FxTestBankReval","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedBrands","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","BrandTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","MaintTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","JeTestProject","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","ProjectTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","P0Test","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","P1Test","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","P2Test","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","P3Test","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedBillingData","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","P4Test","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","P5aTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","P5bTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","P6aTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","P6bTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","P6cTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","P6c2Test","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","P6dTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","P6eTest","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","PrjDemoCost","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","R0Test","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","R1Test","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","R2Test","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","R3Test","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","RecruitDemo","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","CrmSeedPipeline","GET","False","False","True","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","CrossBuy/Controllers/Api/DevSeedController.cs"
