module,folder,screen,view_file,is_partial,controller,action,route,http_method,permission,inherited_permission,has_route,layout,partials_used,timeline_integration,comments_integration,uses_localizer,dir_rtl,lines,status
Inventory,Inventory,CapitalizeAsset,CrossBuy/Views/Inventory/CapitalizeAsset.cshtml,False,InventoryController,CapitalizeAsset,/Inventory/CapitalizeAsset,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,28,routed
Inventory,Inventory,Categories,CrossBuy/Views/Inventory/Categories.cshtml,False,InventoryController,Categories,/Inventory/Categories,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,143,routed
Inventory,Inventory,CategoryForm,CrossBuy/Views/Inventory/CategoryForm.cshtml,False,InventoryController,,,,,,False,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,144,no-matching-action
Inventory,Inventory,Deliveries,CrossBuy/Views/Inventory/Deliveries.cshtml,False,InventoryController,Deliveries,/Inventory/Deliveries,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,47,routed
Inventory,Inventory,DocumentDetails,CrossBuy/Views/Inventory/DocumentDetails.cshtml,False,InventoryController,,,,,,False,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,77,no-matching-action
Inventory,Inventory,ExpiryAlerts,CrossBuy/Views/Inventory/ExpiryAlerts.cshtml,False,InventoryController,ExpiryAlerts,/Inventory/ExpiryAlerts,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,False,50,routed
Inventory,Inventory,GoodsReceipts,CrossBuy/Views/Inventory/GoodsReceipts.cshtml,False,InventoryController,GoodsReceipts,/Inventory/GoodsReceipts,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,47,routed
Inventory,Inventory,Index,CrossBuy/Views/Inventory/Index.cshtml,False,InventoryController,Index,/Inventory/Index,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,257,routed
Inventory,Inventory,IntegrityReconciliation,CrossBuy/Views/Inventory/IntegrityReconciliation.cshtml,False,InventoryController,IntegrityReconciliation,/Inventory/IntegrityReconciliation,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,88,routed
Inventory,Inventory,InventoryRoles,CrossBuy/Views/Inventory/InventoryRoles.cshtml,False,InventoryController,InventoryRoles,/Inventory/InventoryRoles,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,88,routed
Inventory,Inventory,ItemForm,CrossBuy/Views/Inventory/ItemForm.cshtml,False,InventoryController,,,,,,False,,,False,False,True,True,580,no-matching-action
Inventory,Inventory,ItemLedger,CrossBuy/Views/Inventory/ItemLedger.cshtml,False,InventoryController,ItemLedger,/Inventory/ItemLedger,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,201,routed
Inventory,Inventory,ItemLocations,CrossBuy/Views/Inventory/ItemLocations.cshtml,False,InventoryController,ItemLocations,/Inventory/ItemLocations,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,71,routed
Inventory,Inventory,Items,CrossBuy/Views/Inventory/Items.cshtml,False,InventoryController,Items,/Inventory/Items,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,139,routed
Inventory,Inventory,LandedCosts,CrossBuy/Views/Inventory/LandedCosts.cshtml,False,InventoryController,LandedCosts,/Inventory/LandedCosts,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,False,48,routed
Inventory,Inventory,ManufDashboard,CrossBuy/Views/Inventory/ManufDashboard.cshtml,False,InventoryController,ManufDashboard,/Inventory/ManufDashboard,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutManufacturing.cshtml,,False,False,True,True,278,routed
Inventory,Inventory,ManufReports,CrossBuy/Views/Inventory/ManufReports.cshtml,False,InventoryController,ManufReports,/Inventory/ManufReports,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutManufacturing.cshtml,,False,False,True,False,75,routed
Inventory,Inventory,NewAssembly,CrossBuy/Views/Inventory/NewAssembly.cshtml,False,InventoryController,NewAssembly,/Inventory/NewAssembly,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,143,routed
Inventory,Inventory,NewCount,CrossBuy/Views/Inventory/NewCount.cshtml,False,InventoryController,NewCount,/Inventory/NewCount,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,90,routed
Inventory,Inventory,NewDelivery,CrossBuy/Views/Inventory/NewDelivery.cshtml,False,InventoryController,NewDelivery,/Inventory/NewDelivery,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,74,routed
Inventory,Inventory,NewGoodsReceipt,CrossBuy/Views/Inventory/NewGoodsReceipt.cshtml,False,InventoryController,NewGoodsReceipt,/Inventory/NewGoodsReceipt,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,86,routed
Inventory,Inventory,NewLandedCost,CrossBuy/Views/Inventory/NewLandedCost.cshtml,False,InventoryController,NewLandedCost,/Inventory/NewLandedCost,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,72,routed
Inventory,Inventory,NewMovement,CrossBuy/Views/Inventory/NewMovement.cshtml,False,InventoryController,NewMovement,/Inventory/NewMovement,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,170,routed
Inventory,Inventory,NewPurchaseOrder,CrossBuy/Views/Inventory/NewPurchaseOrder.cshtml,False,InventoryController,NewPurchaseOrder,/Inventory/NewPurchaseOrder,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,69,routed
Inventory,Inventory,NewQuotation,CrossBuy/Views/Inventory/NewQuotation.cshtml,False,InventoryController,NewQuotation,/Inventory/NewQuotation,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,87,routed
Inventory,Inventory,NewSalesOrder,CrossBuy/Views/Inventory/NewSalesOrder.cshtml,False,InventoryController,NewSalesOrder,/Inventory/NewSalesOrder,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,87,routed
Inventory,Inventory,NewTransfer,CrossBuy/Views/Inventory/NewTransfer.cshtml,False,InventoryController,NewTransfer,/Inventory/NewTransfer,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,77,routed
Inventory,Inventory,NewWorkOrder,CrossBuy/Views/Inventory/NewWorkOrder.cshtml,False,InventoryController,NewWorkOrder,/Inventory/NewWorkOrder,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutManufacturing.cshtml,,False,False,True,True,43,routed
Inventory,Inventory,NewWriteOff,CrossBuy/Views/Inventory/NewWriteOff.cshtml,False,InventoryController,NewWriteOff,/Inventory/NewWriteOff,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,125,routed
Inventory,Inventory,OpeningBalances,CrossBuy/Views/Inventory/OpeningBalances.cshtml,False,InventoryController,OpeningBalances,/Inventory/OpeningBalances,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,174,routed
Inventory,Inventory,PlanDetails,CrossBuy/Views/Inventory/PlanDetails.cshtml,False,InventoryController,PlanDetails,/Inventory/PlanDetails,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutManufacturing.cshtml,,False,False,True,True,100,routed
Inventory,Inventory,Planning,CrossBuy/Views/Inventory/Planning.cshtml,False,InventoryController,Planning,/Inventory/Planning,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,75,routed
Inventory,Inventory,PoMatch,CrossBuy/Views/Inventory/PoMatch.cshtml,False,InventoryController,PoMatch,/Inventory/PoMatch,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,False,54,routed
Inventory,Inventory,PriceListEditor,CrossBuy/Views/Inventory/PriceListEditor.cshtml,False,InventoryController,PriceListEditor,/Inventory/PriceListEditor,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,False,174,routed
Inventory,Inventory,PriceLists,CrossBuy/Views/Inventory/PriceLists.cshtml,False,InventoryController,PriceLists,/Inventory/PriceLists,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,46,routed
Inventory,Inventory,ProductionPlanning,CrossBuy/Views/Inventory/ProductionPlanning.cshtml,False,InventoryController,ProductionPlanning,/Inventory/ProductionPlanning,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutManufacturing.cshtml,,False,False,True,False,54,routed
Inventory,Inventory,PromotionEditor,CrossBuy/Views/Inventory/PromotionEditor.cshtml,False,InventoryController,PromotionEditor,/Inventory/PromotionEditor,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,102,routed
Inventory,Inventory,Promotions,CrossBuy/Views/Inventory/Promotions.cshtml,False,InventoryController,Promotions,/Inventory/Promotions,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,46,routed
Inventory,Inventory,PurchaseOrders,CrossBuy/Views/Inventory/PurchaseOrders.cshtml,False,InventoryController,PurchaseOrders,/Inventory/PurchaseOrders,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,48,routed
Inventory,Inventory,QuotationDetails,CrossBuy/Views/Inventory/QuotationDetails.cshtml,False,InventoryController,QuotationDetails,/Inventory/QuotationDetails,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,_DocTimeline,False,True,True,True,83,routed
Inventory,Inventory,Quotations,CrossBuy/Views/Inventory/Quotations.cshtml,False,InventoryController,Quotations,/Inventory/Quotations,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,44,routed
Inventory,Inventory,RackBalances,CrossBuy/Views/Inventory/RackBalances.cshtml,False,InventoryController,RackBalances,/Inventory/RackBalances,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,121,routed
Inventory,Inventory,ReorderReport,CrossBuy/Views/Inventory/ReorderReport.cshtml,False,InventoryController,ReorderReport,/Inventory/ReorderReport,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,False,61,routed
Inventory,Inventory,ReorderSettings,CrossBuy/Views/Inventory/ReorderSettings.cshtml,False,InventoryController,ReorderSettings,/Inventory/ReorderSettings,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,59,routed
Inventory,Inventory,Reports,CrossBuy/Views/Inventory/Reports.cshtml,False,InventoryController,Reports,/Inventory/Reports,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,False,34,routed
Inventory,Inventory,Routing,CrossBuy/Views/Inventory/Routing.cshtml,False,InventoryController,Routing,/Inventory/Routing,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutManufacturing.cshtml,,False,False,True,True,92,routed
Inventory,Inventory,SalesOrders,CrossBuy/Views/Inventory/SalesOrders.cshtml,False,InventoryController,SalesOrders,/Inventory/SalesOrders,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,50,routed
Inventory,Inventory,Serials,CrossBuy/Views/Inventory/Serials.cshtml,False,InventoryController,Serials,/Inventory/Serials,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,False,49,routed
Inventory,Inventory,Settings,CrossBuy/Views/Inventory/Settings.cshtml,False,InventoryController,Settings,/Inventory/Settings,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,False,99,routed
Inventory,Inventory,StagnantReport,CrossBuy/Views/Inventory/StagnantReport.cshtml,False,InventoryController,StagnantReport,/Inventory/StagnantReport,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,False,69,routed
Inventory,Inventory,StockBalances,CrossBuy/Views/Inventory/StockBalances.cshtml,False,InventoryController,StockBalances,/Inventory/StockBalances,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,139,routed
Inventory,Inventory,StockCounts,CrossBuy/Views/Inventory/StockCounts.cshtml,False,InventoryController,StockCounts,/Inventory/StockCounts,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,False,48,routed
Inventory,Inventory,StockMovements,CrossBuy/Views/Inventory/StockMovements.cshtml,False,InventoryController,StockMovements,/Inventory/StockMovements,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,59,routed
Inventory,Inventory,StockTransfers,CrossBuy/Views/Inventory/StockTransfers.cshtml,False,InventoryController,StockTransfers,/Inventory/StockTransfers,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,False,50,routed
Inventory,Inventory,Units,CrossBuy/Views/Inventory/Units.cshtml,False,InventoryController,Units,/Inventory/Units,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,41,routed
Inventory,Inventory,ValuationReport,CrossBuy/Views/Inventory/ValuationReport.cshtml,False,InventoryController,ValuationReport,/Inventory/ValuationReport,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,False,64,routed
Inventory,Inventory,WarehouseSections,CrossBuy/Views/Inventory/WarehouseSections.cshtml,False,InventoryController,WarehouseSections,/Inventory/WarehouseSections,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,123,routed
Inventory,Inventory,Warehouses,CrossBuy/Views/Inventory/Warehouses.cshtml,False,InventoryController,Warehouses,/Inventory/Warehouses,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,True,102,routed
Inventory,Inventory,WorkCenters,CrossBuy/Views/Inventory/WorkCenters.cshtml,False,InventoryController,WorkCenters,/Inventory/WorkCenters,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutManufacturing.cshtml,,False,False,True,False,69,routed
Inventory,Inventory,WorkOrderDetails,CrossBuy/Views/Inventory/WorkOrderDetails.cshtml,False,InventoryController,WorkOrderDetails,/Inventory/WorkOrderDetails,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutManufacturing.cshtml,_DocEventTimeline,True,False,True,False,230,routed
Inventory,Inventory,WorkOrders,CrossBuy/Views/Inventory/WorkOrders.cshtml,False,InventoryController,WorkOrders,/Inventory/WorkOrders,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutManufacturing.cshtml,,False,False,True,True,43,routed
Inventory,Inventory,WriteOffs,CrossBuy/Views/Inventory/WriteOffs.cshtml,False,InventoryController,WriteOffs,/Inventory/WriteOffs,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutInventory.cshtml,,False,False,True,False,53,routed
Inventory,Inventory,_BalanceRows,CrossBuy/Views/Inventory/_BalanceRows.cshtml,True,,,,,,,False,,,False,False,True,True,19,partial
Inventory,Inventory,_DeliveryRows,CrossBuy/Views/Inventory/_DeliveryRows.cshtml,True,,,,,,,False,,,False,False,True,True,21,partial
Inventory,Inventory,_GrRows,CrossBuy/Views/Inventory/_GrRows.cshtml,True,,,,,,,False,,,False,False,True,True,21,partial
Inventory,Inventory,_ItemRows,CrossBuy/Views/Inventory/_ItemRows.cshtml,True,,,,,,,False,,,False,False,True,True,41,partial
Inventory,Inventory,_ItemScanModal,CrossBuy/Views/Inventory/_ItemScanModal.cshtml,True,,,,,,,False,,,False,False,True,True,95,partial
Inventory,Inventory,_MovementRows,CrossBuy/Views/Inventory/_MovementRows.cshtml,True,,,,,,,False,,,False,False,True,True,28,partial
Inventory,Inventory,_PoRows,CrossBuy/Views/Inventory/_PoRows.cshtml,True,,,,,,,False,,,False,False,True,True,45,partial
Inventory,Inventory,_PriceListRows,CrossBuy/Views/Inventory/_PriceListRows.cshtml,True,,,,,,,False,,,False,False,True,True,36,partial
Inventory,Inventory,_PromotionRows,CrossBuy/Views/Inventory/_PromotionRows.cshtml,True,,,,,,,False,,,False,False,True,True,42,partial
Inventory,Inventory,_QuoteRows,CrossBuy/Views/Inventory/_QuoteRows.cshtml,True,,,,,,,False,,,False,False,True,True,22,partial
Inventory,Inventory,_SoRows,CrossBuy/Views/Inventory/_SoRows.cshtml,True,,,,,,,False,,,False,False,True,True,39,partial
Inventory,Inventory,_WorkOrderRows,CrossBuy/Views/Inventory/_WorkOrderRows.cshtml,True,,,,,,,False,,,False,False,True,False,21,partial
POS,Hyper,Dashboard,CrossBuy/Views/Hyper/Dashboard.cshtml,False,HyperController,Dashboard,/Hyper/Dashboard,GET,(none),(none),True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,False,True,247,routed
POS,Hyper,PosLane,CrossBuy/Views/Hyper/PosLane.cshtml,False,HyperController,,,,,,False,~/Views/Shared/_LayoutHyperPos.cshtml,,False,False,False,True,212,no-matching-action
POS,Hyper,PosLogin,CrossBuy/Views/Hyper/PosLogin.cshtml,False,HyperController,,,,,,False,,,False,False,True,True,102,no-matching-action
POS,Hyper,PosStart,CrossBuy/Views/Hyper/PosStart.cshtml,False,HyperController,,,,,,False,~/Views/Shared/_LayoutHyperPos.cshtml,,False,False,False,True,97,no-matching-action
POS,Pos,Areas,CrossBuy/Views/Pos/Areas.cshtml,False,PosController,Areas,/Pos/Areas,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,100,routed
POS,Pos,CashierRoles,CrossBuy/Views/Pos/CashierRoles.cshtml,False,PosController,CashierRoles,/Pos/CashierRoles,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,98,routed
POS,Pos,Dashboard,CrossBuy/Views/Pos/Dashboard.cshtml,False,PosController,Dashboard,/Pos/Dashboard,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,278,routed
POS,Pos,DeliveryZones,CrossBuy/Views/Pos/DeliveryZones.cshtml,False,PosController,DeliveryZones,/Pos/DeliveryZones,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,85,routed
POS,Pos,Drivers,CrossBuy/Views/Pos/Drivers.cshtml,False,PosController,Drivers,/Pos/Drivers,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,83,routed
POS,Pos,FloorPlan,CrossBuy/Views/Pos/FloorPlan.cshtml,False,PosController,FloorPlan,/Pos/FloorPlan,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,297,routed
POS,Pos,ItemSourcing,CrossBuy/Views/Pos/ItemSourcing.cshtml,False,PosController,ItemSourcing,/Pos/ItemSourcing,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,126,routed
POS,Pos,Modifiers,CrossBuy/Views/Pos/Modifiers.cshtml,False,PosController,Modifiers,/Pos/Modifiers,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,233,routed
POS,Pos,PaymentMethods,CrossBuy/Views/Pos/PaymentMethods.cshtml,False,PosController,PaymentMethods,/Pos/PaymentMethods,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,115,routed
POS,Pos,Preview,CrossBuy/Views/Pos/Preview.cshtml,False,PosController,Preview,/Pos/Preview,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,202,routed
POS,Pos,QuickMenu,CrossBuy/Views/Pos/QuickMenu.cshtml,False,PosController,QuickMenu,/Pos/QuickMenu,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,265,routed
POS,Pos,Reservations,CrossBuy/Views/Pos/Reservations.cshtml,False,PosController,Reservations,/Pos/Reservations,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,358,routed
POS,Pos,Setup,CrossBuy/Views/Pos/Setup.cshtml,False,PosController,Setup,/Pos/Setup,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,138,routed
POS,Pos,SourcingOverview,CrossBuy/Views/Pos/SourcingOverview.cshtml,False,PosController,SourcingOverview,/Pos/SourcingOverview,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,False,True,55,routed
POS,Pos,SyncConflicts,CrossBuy/Views/Pos/SyncConflicts.cshtml,False,PosController,SyncConflicts,/Pos/SyncConflicts,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,False,True,76,routed
POS,Pos,Terminals,CrossBuy/Views/Pos/Terminals.cshtml,False,PosController,Terminals,/Pos/Terminals,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,141,routed
POS,PosApp,Delivery,CrossBuy/Views/PosApp/Delivery.cshtml,False,PosAppController,Delivery,/PosApp/Delivery,GET,(none),(none),True,~/Views/Shared/_LayoutAccounting.cshtml,,False,False,True,True,70,routed
POS,PosApp,Kitchen,CrossBuy/Views/PosApp/Kitchen.cshtml,False,PosAppController,Kitchen,/PosApp/Kitchen,GET,(none),(none),True,~/Views/Shared/_LayoutAccounting.cshtml,,False,False,True,True,80,routed
POS,PosApp,Login,CrossBuy/Views/PosApp/Login.cshtml,False,PosAppController,Login,/PosApp/Login,GET,(none),(none),True,,,False,False,True,True,208,routed
POS,PosApp,Start,CrossBuy/Views/PosApp/Start.cshtml,False,PosAppController,Start,/PosApp/Start,GET,(none),(none),True,~/Views/Shared/_LayoutPosApp.cshtml,,False,False,True,True,102,routed
POS,PosApp,Terminal,CrossBuy/Views/PosApp/Terminal.cshtml,False,PosAppController,Terminal,/PosApp/Terminal,GET,(none),(none),True,~/Views/Shared/_LayoutPos.cshtml,,False,False,True,True,660,routed
Projects,Project,ActivityTypes,CrossBuy/Views/Project/ActivityTypes.cshtml,False,ProjectController,ActivityTypes,/Project/ActivityTypes,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,76,routed
Projects,Project,Advance,CrossBuy/Views/Project/Advance.cshtml,False,ProjectController,Advance,/Project/Advance,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,85,routed
Projects,Project,Billing,CrossBuy/Views/Project/Billing.cshtml,False,ProjectController,Billing,/Project/Billing,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,204,routed
Projects,Project,Boq,CrossBuy/Views/Project/Boq.cshtml,False,ProjectController,Boq,/Project/Boq,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,134,routed
Projects,Project,Budget,CrossBuy/Views/Project/Budget.cshtml,False,ProjectController,Budget,/Project/Budget,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,81,routed
Projects,Project,Dashboard,CrossBuy/Views/Project/Dashboard.cshtml,False,ProjectController,Dashboard,/Project/Dashboard,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,297,routed
Projects,Project,EquipmentDepreciation,CrossBuy/Views/Project/EquipmentDepreciation.cshtml,False,ProjectController,EquipmentDepreciation,/Project/EquipmentDepreciation,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,138,routed
Projects,Project,Labor,CrossBuy/Views/Project/Labor.cshtml,False,ProjectController,Labor,/Project/Labor,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,67,routed
Projects,Project,MaterialIssues,CrossBuy/Views/Project/MaterialIssues.cshtml,False,ProjectController,MaterialIssues,/Project/MaterialIssues,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,144,routed
Projects,Project,Profitability,CrossBuy/Views/Project/Profitability.cshtml,False,ProjectController,Profitability,/Project/Profitability,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,False,87,routed
Projects,Project,Progress,CrossBuy/Views/Project/Progress.cshtml,False,ProjectController,Progress,/Project/Progress,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,182,routed
Projects,Project,Projects,CrossBuy/Views/Project/Projects.cshtml,False,ProjectController,Projects,/Project/Projects,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,150,routed
Projects,Project,RetentionRelease,CrossBuy/Views/Project/RetentionRelease.cshtml,False,ProjectController,RetentionRelease,/Project/RetentionRelease,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,79,routed
Projects,Project,SubRetentionRelease,CrossBuy/Views/Project/SubRetentionRelease.cshtml,False,ProjectController,SubRetentionRelease,/Project/SubRetentionRelease,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,79,routed
Projects,Project,Subcontracts,CrossBuy/Views/Project/Subcontracts.cshtml,False,ProjectController,Subcontracts,/Project/Subcontracts,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,180,routed
Projects,Project,VariationOrders,CrossBuy/Views/Project/VariationOrders.cshtml,False,ProjectController,VariationOrders,/Project/VariationOrders,GET,(none),SessionValidation,True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,157,routed
Shared,Shared,Error,CrossBuy/Views/Shared/Error.cshtml,False,,,,,,,False,,,False,False,True,False,25,no-matching-action
Shared,Shared,_AnnouncementsBanner,CrossBuy/Views/Shared/_AnnouncementsBanner.cshtml,True,,,,,,,False,,,False,False,False,False,38,partial
Shared,Shared,_CalendarReminders,CrossBuy/Views/Shared/_CalendarReminders.cshtml,True,,,,,,,False,,,False,False,True,True,90,partial
Shared,Shared,_CbToastr,CrossBuy/Views/Shared/_CbToastr.cshtml,True,,,,,,,False,,,False,False,False,False,46,partial
Shared,Shared,_DocEventTimeline,CrossBuy/Views/Shared/_DocEventTimeline.cshtml,True,,,,,,,False,,,False,True,True,False,78,partial
Shared,Shared,_DocTimeline,CrossBuy/Views/Shared/_DocTimeline.cshtml,True,,,,,,,False,,,False,False,True,False,68,partial
Shared,Shared,_Layout,CrossBuy/Views/Shared/_Layout.cshtml,True,,,,,,,False,,,False,False,True,False,52,partial
Shared,Shared,_LayoutAccounting,CrossBuy/Views/Shared/_LayoutAccounting.cshtml,True,,,,,,,False,,_AnnouncementsBanner;_CalendarReminders;_CbToastr;_MainMenu;_NotificationBell,False,False,True,True,4777,partial
Shared,Shared,_LayoutBackend,CrossBuy/Views/Shared/_LayoutBackend.cshtml,True,,,,,,,False,,_AnnouncementsBanner;_CalendarReminders;_CbToastr;_MainMenu;_NotificationBell,False,False,True,True,4687,partial
Shared,Shared,_LayoutEmbed,CrossBuy/Views/Shared/_LayoutEmbed.cshtml,True,,,,,,,False,,,False,False,False,True,41,partial
Shared,Shared,_LayoutHyperPos,CrossBuy/Views/Shared/_LayoutHyperPos.cshtml,True,,,,,,,False,,,False,False,False,True,115,partial
