"module","controller","action","http_method","route_attribute","is_api","mutating","antiforgery","permission_attributes","inherited_permission","in_body_authorization","action_attributes","uses_scopedtx","uses_notify","uses_businessevent","file"
"DevTools","DevSeedController","Hm9S2Accept","GET","hm9-s2-accept","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm9-s2-accept"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm10Accept","GET","hm10-accept","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm10-accept"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","HmBAccept","GET","hm-b-accept","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm-b-accept"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm7CountAccept","GET","hm7-count-accept","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm7-count-accept"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm7LandedAccept","GET","hm7-landed-accept","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm7-landed-accept"")","True","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","ApplyPresetGuardTest","GET","apply-preset-guard-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""apply-preset-guard-test"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","NumberingConcurrencyTest","GET","numbering-concurrency-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""numbering-concurrency-test"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1B3Test","GET","hm1-b3-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm1-b3-test"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1B3TrackerTest","GET","hm1-b3-tracker-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm1-b3-tracker-test"")","True","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1D5aTest","GET","hm1-d5a-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm1-d5a-test"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1CloseShiftTest","GET","hm1-closeshift-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm1-closeshift-test"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1D6ConcurrencyTest","GET","hm1-d6-concurrency-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm1-d6-concurrency-test"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1B5bTest","GET","hm1-b5b-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm1-b5b-test"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1ReverseJe","GET","hm1-reverse-je","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm1-reverse-je"")","True","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1CloseBatchTest","GET","hm1-close-batch-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm1-close-batch-test"")","True","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm23cTest","GET","hm2-3c-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm2-3c-test"")","True","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm23c0Proofs","GET","hm2-3c0-proofs","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm2-3c0-proofs"")","True","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm2CashierReturnFxTest","GET","hm2-cashier-return-fx-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm2-cashier-return-fx-test"")","True","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm24Proofs","GET","hm2-4-proofs","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm2-4-proofs"")","True","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm2PrecisionAudit","GET","hm2-precision-audit","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm2-precision-audit"")","True","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm2KwdReturnTest","GET","hm2-kwd-return-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm2-kwd-return-test"")","True","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm2KwdReceiptTest","GET","hm2-kwd-receipt-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm2-kwd-receipt-test"")","True","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm2KwdInvoiceTest","GET","hm2-kwd-invoice-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm2-kwd-invoice-test"")","True","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm2RoundingTest","GET","hm2-rounding-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm2-rounding-test"")","True","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1DoublePostTest","GET","hm1-double-post-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm1-double-post-test"")","True","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1Step0Teardown","GET","hm1-step0-teardown","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm1-step0-teardown"")","True","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1GuardPurchaseTest","GET","hm1-guard-purchase-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm1-guard-purchase-test"")","True","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1Step0PurchaseTest","GET","hm1-step0-purchase-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm1-step0-purchase-test"")","True","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1D6RaceTest","GET","hm1-d6-race-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm1-d6-race-test"")","True","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1PhaseDMeasure","GET","hm1-phase-d-measure","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm1-phase-d-measure"")","True","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm2RateStalenessTest","GET","hm2-rate-staleness-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm2-rate-staleness-test"")","True","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm2KwdFunctionalCompany","GET","hm2-kwd-functional-company","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm2-kwd-functional-company"")","True","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm2RatePrecisionProbe","GET","hm2-rate-precision-probe","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm2-rate-precision-probe"")","True","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedCurrencies","GET","seed-currencies","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""seed-currencies"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedItemAllMoves","GET","seed-item-allmoves","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""seed-item-allmoves"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","CrmTestCampaign","GET","crm-test-campaign","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""crm-test-campaign"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","CrmTestAnalytics","GET","crm-test-analytics","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""crm-test-analytics"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","CrmTestPricing","GET","crm-test-pricing","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""crm-test-pricing"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","CrmTest3WayMatch","GET","crm-test-3waymatch","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""crm-test-3waymatch"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","CrmTestCrm","GET","crm-test-crm","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""crm-test-crm"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestI4","GET","inv-test-i4","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""inv-test-i4"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestI3","GET","inv-test-i3","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""inv-test-i3"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestCosting","GET","inv-test-costing","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""inv-test-costing"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestGl","GET","inv-test-gl","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""inv-test-gl"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestComposite","GET","inv-test-composite","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""inv-test-composite"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestI2","GET","inv-test-i2","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""inv-test-i2"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedInvItems","GET","seed-inv-items","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""seed-inv-items"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedInvComposite","GET","seed-inv-composite","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""seed-inv-composite"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedItemImages","GET","seed-item-images","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""seed-item-images"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedItemImagesReal","GET","seed-item-images-real","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""seed-item-images-real"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedUomDemo","GET","seed-uom-demo","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""seed-uom-demo"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestI6","GET","inv-test-i6","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""inv-test-i6"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestI7","GET","inv-test-i7","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""inv-test-i7"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestI9","GET","inv-test-i9","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""inv-test-i9"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestInterbranch","GET","inv-test-interbranch","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""inv-test-interbranch"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedInvRoles","GET","seed-inv-roles","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""seed-inv-roles"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestApproval","GET","inv-test-approval","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""inv-test-approval"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestFefo","GET","inv-test-fefo","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""inv-test-fefo"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedWriteOffDemo","GET","seed-writeoff-demo","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""seed-writeoff-demo"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestConcurrency","GET","inv-test-concurrency","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""inv-test-concurrency"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedOpeningDemo","GET","seed-opening-demo","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""seed-opening-demo"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestPeriodLock","GET","inv-test-periodlock","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""inv-test-periodlock"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestIntegrity","GET","inv-test-integrity","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""inv-test-integrity"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvReconcile","GET","inv-reconcile","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""inv-reconcile"")","True","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvResyncItem","GET","inv-resync-item","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""inv-resync-item"")","True","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Hm1ResyncGuardTest","GET","hm1-resync-guard-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hm1-resync-guard-test"")","True","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","WarehouseSectionsTest","GET","warehouse-sections-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""warehouse-sections-test"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedSectionsGroups","GET","seed-sections-groups","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""seed-sections-groups"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","ReceiptLocationTest","GET","receipt-location-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""receipt-location-test"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","OutboundLocationTest","GET","outbound-location-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""outbound-location-test"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","BinStockTest","GET","binstock-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""binstock-test"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","PosQuickMenuTest","GET","pos-quickmenu-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""pos-quickmenu-test"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedRestaurantMenu","GET","seed-restaurant-menu","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""seed-restaurant-menu"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","PosModifiersTest","GET","pos-modifiers-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""pos-modifiers-test"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","PosPayRolesTest","GET","pos-payroles-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""pos-payroles-test"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Rc2Test","GET","rc2-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""rc2-test"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","PosTerminalsTest","GET","pos-terminals-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""pos-terminals-test"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Pos2Test","GET","pos2-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","True","HttpGet(""pos2-test"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","Pos3Test","GET","pos3-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""pos3-test"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestAssetBridge","GET","inv-test-assetbridge","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""inv-test-assetbridge"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","InvTestAssetCapitalize","GET","inv-test-assetcapitalize","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""inv-test-assetcapitalize"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SessProbe","GET","sess-probe","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""sess-probe"")","False","False","True","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","HrTestHoliday","GET","hr-test-holiday","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hr-test-holiday"")","False","False","True","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","HrTestAttendance","GET","hr-test-attendance","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hr-test-attendance"")","False","False","True","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","HrTestPayslip","GET","hr-test-payslip","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hr-test-payslip"")","False","False","True","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","HrTestDisburse","GET","hr-test-disburse","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hr-test-disburse"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedDisbursement","GET","seed-disbursement","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""seed-disbursement"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedPayments","GET","seed-payments","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""seed-payments"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","HrTestLeaveAccrual","GET","hr-test-leaveaccrual","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hr-test-leaveaccrual"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","HrTestDocs","GET","hr-test-docs","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hr-test-docs"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","HrTestSettlement","GET","hr-test-settlement","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hr-test-settlement"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","HrTestCarryOver","GET","hr-test-carryover","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""hr-test-carryover"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","CrmTestEnrich","GET","crm-test-enrich","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""crm-test-enrich"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","CrmTestQuotation","GET","crm-test-quotation","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""crm-test-quotation"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","CrmTestSalesReturn","GET","crm-test-salesreturn","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""crm-test-salesreturn"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","CrmTestPurchaseReturn","GET","crm-test-purchasereturn","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""crm-test-purchasereturn"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","CrmTestCreditLimit","GET","crm-test-creditlimit","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""crm-test-creditlimit"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedUsers","GET","seed-users","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""seed-users"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedTestOrg","GET","seed-test-org","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""seed-test-org"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedDeptHeads","GET","seed-dept-heads","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""seed-dept-heads"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedAccounting","GET","seed-accounting","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""seed-accounting"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","SeedMultiCurrency","GET","seed-multicurrency","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""seed-multicurrency"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","McTestP2p","GET","mc-test-p2p","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""mc-test-p2p"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","McTestO2c","GET","mc-test-o2c","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""mc-test-o2c"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","McTestFx","GET","mc-test-fx","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""mc-test-fx"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","McTestReval","GET","mc-test-reval","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""mc-test-reval"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","McTestPricing2","GET","mc-test-pricing2","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""mc-test-pricing2"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","PricingTestMargin","GET","pricing-test-margin","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""pricing-test-margin"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","PromotionTest","GET","promotion-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""promotion-test"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","PricingTestCostPlus","GET","pricing-test-costplus","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""pricing-test-costplus"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","ChatTestSeed","GET","chat-test-seed","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""chat-test-seed"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","EmployeeRequestTest","GET","employee-request-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""employee-request-test"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
"DevTools","DevSeedController","AppraisalTest","GET","appraisal-test","True","False","False","(none)","AllowAnonymous;CrossBuy.Models.DevOnly","False","HttpGet(""appraisal-test"")","False","False","False","CrossBuy/Controllers/Api/DevSeedController.cs"
