domain,entity,module,namespace,file,base,primary_key,company_field,branch_field,status_field,has_createdat,has_createdby,has_updatedat,soft_delete,polymorphic,property_count
Crm,CrmAutomationRule,CRM,CrossBuy.Models.Context.Crm,CrossBuy/Models/Context/Crm/CrmAutomationRule.cs,,ID,CompanyID,,IsActive,False,False,False,False,False,15
Crm,CrmContact,CRM,CrossBuy.Models.Context.Crm,CrossBuy/Models/Context/Crm/Crm.cs,,ID,CompanyID,,,True,False,False,False,False,13
Crm,CrmCustomField,CRM,CrossBuy.Models.Context.Crm,CrossBuy/Models/Context/Crm/CrmCustomField.cs,,ID,CompanyID,,IsActive,False,False,False,False,False,12
Crm,CrmCustomFieldValue,CRM,CrossBuy.Models.Context.Crm,CrossBuy/Models/Context/Crm/CrmCustomField.cs,,ID,CompanyID,,,False,False,False,False,True,6
Crm,CrmListMember,CRM,CrossBuy.Models.Context.Crm,CrossBuy/Models/Context/Crm/Crm.cs,,ID,CompanyID,,,True,False,False,False,True,7
Crm,CrmMarketingList,CRM,CrossBuy.Models.Context.Crm,CrossBuy/Models/Context/Crm/Crm.cs,,ID,CompanyID,,IsActive,True,True,False,False,False,11
Crm,CrmPipeline,CRM,CrossBuy.Models.Context.Crm,CrossBuy/Models/Context/Crm/Crm.cs,,ID,CompanyID,,IsActive,True,False,False,False,False,8
Crm,CrmPipelineStage,CRM,CrossBuy.Models.Context.Crm,CrossBuy/Models/Context/Crm/Crm.cs,,ID,CompanyID,,,True,False,False,False,False,10
Crm,CrmScoringRule,CRM,CrossBuy.Models.Context.Crm,CrossBuy/Models/Context/Crm/Crm.cs,,ID,CompanyID,,IsActive,True,False,False,False,False,10
Crm,CrmSettings,CRM,CrossBuy.Models.Context.Crm,CrossBuy/Models/Context/Crm/Crm.cs,,ID,CompanyID,,,True,False,False,False,False,6
Crm,CrmSlaPolicy,CRM,CrossBuy.Models.Context.Crm,CrossBuy/Models/Context/Crm/Crm.cs,,ID,CompanyID,,IsActive,True,False,False,False,False,8
Crm,CrmTicket,CRM,CrossBuy.Models.Context.Crm,CrossBuy/Models/Context/Crm/Crm.cs,,ID,CompanyID,,Status,True,True,False,False,False,22
Crm,CrmUserRole,CRM,CrossBuy.Models.Context.Crm,CrossBuy/Models/Context/Crm/Crm.cs,,ID,CompanyID,,,True,False,False,False,False,5
Crm,Lead,Unclassified,CrossBuy.Models.Context.Crm,CrossBuy/Models/Context/Crm/Crm.cs,,ID,CompanyID,,Status,True,True,False,False,False,19
Crm,Opportunity,Unclassified,CrossBuy.Models.Context.Crm,CrossBuy/Models/Context/Crm/Crm.cs,,ID,CompanyID,,,True,True,False,False,False,20
Crm,OpportunityProduct,Unclassified,CrossBuy.Models.Context.Crm,CrossBuy/Models/Context/Crm/Crm.cs,,ID,CompanyID,,,False,False,False,False,False,9
Inventory,BinLocation,Unclassified,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,,,IsActive,False,False,False,False,False,7
Inventory,BinStock,Inventory,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,,False,False,False,False,False,7
Inventory,DeliveryNote,Unclassified,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,Status,True,True,False,False,False,16
Inventory,DeliveryNoteLine,Unclassified,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,,,,False,False,False,False,False,12
Inventory,GoodsReceipt,Unclassified,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,Status,True,True,False,False,False,16
Inventory,GoodsReceiptLine,Unclassified,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,,,,False,False,False,False,False,13
Inventory,IntegrityCheckRun,Inventory,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,,False,False,False,False,False,7
Inventory,InventoryApproval,Inventory,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,Status,False,False,False,False,False,12
Inventory,InventoryReconcileLog,Inventory,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,,False,False,False,False,False,14
Inventory,InventorySettings,Inventory,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,,True,False,False,False,False,11
Inventory,InventoryUserRole,Inventory,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,,True,False,False,False,False,6
Inventory,Item,Inventory,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,IsActive,True,True,True,False,False,37
Inventory,ItemBarcode,Inventory,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,,,,False,False,False,False,False,4
Inventory,ItemCategory,Inventory,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,IsActive,True,True,True,False,False,19
Inventory,ItemComponent,Inventory,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,,True,False,False,False,False,9
Inventory,ItemImage,Inventory,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,,True,False,False,False,False,6
Inventory,ItemTypes,Inventory,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,,,,,False,False,False,False,False,0
Inventory,ItemWarehouseSetting,Inventory,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,,,,False,False,False,False,False,10
Inventory,LandedCost,Unclassified,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,Status,True,True,False,False,False,13
Inventory,LandedCostCharge,Unclassified,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,,,,False,False,False,False,False,6
Inventory,ManufPlan,Manufacturing,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,Status,True,True,False,False,False,7
Inventory,ManufPlanDemand,Manufacturing,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,,True,False,False,False,False,7
Inventory,ManufRoutingOp,Manufacturing,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,,True,False,False,False,False,9
Inventory,ManufWorkCenter,Manufacturing,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,IsActive,True,False,False,False,False,8
Inventory,ManufWorkOrder,Manufacturing,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,Status,True,True,False,False,False,24
Inventory,ManufWorkOrderComponent,Manufacturing,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,,False,False,False,False,False,8
Inventory,ManufWorkOrderLabor,Manufacturing,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,,True,True,False,False,False,18
Inventory,OpeningBalance,Accounting,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,,True,True,False,False,False,10
Inventory,OpeningBalanceControl,Accounting,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,,CompanyID,,,False,False,False,False,False,5
Inventory,PriceList,Unclassified,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/PriceList.cs,,ID,CompanyID,,IsActive,True,True,False,False,False,16
Inventory,PriceListLine,Unclassified,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/PriceList.cs,,ID,,,,False,False,False,False,False,11
Inventory,Promotion,Unclassified,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/PriceList.cs,,ID,CompanyID,,IsActive,True,True,False,False,False,19
Inventory,PurchaseOrder,Unclassified,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,Status,True,True,False,False,False,18
Inventory,PurchaseOrderLine,Unclassified,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,,,,False,False,False,False,False,12
Inventory,Quotation,Unclassified,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Quotation.cs,,ID,CompanyID,,Status,True,True,False,False,False,18
Inventory,QuotationLine,Unclassified,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Quotation.cs,,ID,,,,False,False,False,False,False,11
Inventory,SalesOrder,Unclassified,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,Status,True,True,False,False,False,18
Inventory,SalesOrderLine,Unclassified,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,,,,False,False,False,False,False,12
Inventory,StockBalance,Inventory,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,,False,False,False,False,False,8
Inventory,StockBatch,Inventory,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,,True,False,False,False,False,6
Inventory,StockCostLayer,Inventory,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,,True,False,False,False,False,10
Inventory,StockCount,Inventory,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,Status,True,True,False,False,False,11
Inventory,StockCountLine,Inventory,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,,,,False,False,False,False,False,11
Inventory,StockMovement,Inventory,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,,True,True,False,False,False,22
Inventory,StockSerial,Inventory,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,Status,True,False,False,False,False,8
Inventory,StockTransfer,Inventory,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,Status,True,True,False,False,False,13
Inventory,StockTransferLine,Inventory,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,,,,False,False,False,False,False,12
Inventory,StockWriteOff,Inventory,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,Status,True,True,False,False,False,13
Inventory,StockWriteOffLine,Inventory,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,,,,False,False,False,False,False,12
Inventory,UnitOfMeasure,Unclassified,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,IsActive,True,False,False,False,False,7
Inventory,UoMConversion,Unclassified,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,,,,False,False,False,False,False,5
Inventory,Warehouse,Inventory,CrossBuy.Models.Context.Inventory,CrossBuy/Models/Context/Inventory/Inventory.cs,,ID,CompanyID,,IsActive,True,True,True,False,False,14
Library,LibraryItem,Inventory,CrossBuy.Models.Context.Library,CrossBuy/Models/Context/Library/LibraryItem.cs,BaseEntity,Id,CompanyID,,,False,False,False,True,False,11
Models,BaseEntity,Unclassified,CrossBuy.Models,CrossBuy/Models/BaseEntity.cs,,,,,,True,True,True,False,False,4
Models,BusinessContext,Platform,CrossBuy.Models.Platform,CrossBuy/Models/Platform/BusinessContext.cs,,,,BranchId,,False,False,False,False,False,7
Models,BusinessEventActor,Platform,CrossBuy.Models.Platform,CrossBuy/Models/Platform/BusinessEventContracts.cs,,,,,,False,False,False,False,False,1
Models,BusinessEventConsumers,Platform,CrossBuy.Models.Platform,CrossBuy/Models/Platform/BusinessEventContracts.cs,,,,,,False,False,False,False,False,0
Models,BusinessEventContext,Platform,CrossBuy.Models.Platform,CrossBuy/Models/Platform/BusinessEventContracts.cs,,,,BranchId,,False,False,False,False,False,2
Models,BusinessEventContractException,Platform,CrossBuy.Models.Platform,CrossBuy/Models/Platform/BusinessEventContracts.cs,InvalidOperationException,,,,,False,False,False,False,False,0
Models,BusinessEventDispatchStatus,Platform,CrossBuy.Models.Platform,CrossBuy/Models/Platform/BusinessEventContracts.cs,,,,,,False,False,False,False,False,0
Models,BusinessEventEntity,Platform,CrossBuy.Models.Platform,CrossBuy/Models/Platform/BusinessEventContracts.cs,,,,,,False,False,False,False,False,0
Models,BusinessEventEnvelope,Platform,CrossBuy.Models.Platform,CrossBuy/Models/Platform/BusinessEventContracts.cs,,,,,,False,False,False,False,False,1
Models,BusinessEventPayloadTooLargeException,Platform,CrossBuy.Models.Platform,CrossBuy/Models/Platform/BusinessEventContracts.cs,InvalidOperationException,,,,,False,False,False,False,False,2
Models,BusinessEventRecord,Platform,CrossBuy.Models.Platform,CrossBuy/Models/Platform/BusinessEventContracts.cs,,,,,,False,False,False,False,False,9
Models,BusinessEventVisibility,Platform,CrossBuy.Models.Platform,CrossBuy/Models/Platform/BusinessEventContracts.cs,,,,,,False,False,False,False,False,0
Models,ControllerToastExtensions,Unclassified,CrossBuy.Models,CrossBuy/Models/ControllerToastExtensions.cs,,,,,,False,False,False,False,False,0
Models,CustomerEventPayload,Platform,CrossBuy.Models.Platform,CrossBuy/Models/Platform/Slice2EventPayloads.cs,,,,,,False,False,False,False,False,7
Models,DocCol,Unclassified,CrossBuy.Models,CrossBuy/Models/DocDetailVm.cs,,,,,,False,False,False,False,False,0
Models,DocDetailVm,Unclassified,CrossBuy.Models,CrossBuy/Models/DocDetailVm.cs,,,,,Status,False,False,False,False,False,14
Models,DocKv,Unclassified,CrossBuy.Models,CrossBuy/Models/DocDetailVm.cs,,,,,,False,False,False,False,False,0
Models,EntityDefinition,Platform,CrossBuy.Models.Platform,CrossBuy/Models/Platform/EntityDefinition.cs,,,,,,False,False,False,False,False,7
Models,EntityReference,Platform,CrossBuy.Models.Platform,CrossBuy/Models/Platform/EntityDefinition.cs,,,,,,False,False,False,False,False,0
Models,EntityResolveResult,Platform,CrossBuy.Models.Platform,CrossBuy/Models/Platform/EntityDefinition.cs,,,,,,False,False,False,False,False,1
Models,EntitySearchResult,Platform,CrossBuy.Models.Platform,CrossBuy/Models/Platform/EntityDefinition.cs,,,,,,False,False,False,False,False,1
Models,ErrorViewModel,Unclassified,CrossBuy.Models,CrossBuy/Models/ErrorViewModel.cs,,,,,,False,False,False,False,False,1
Models,InvariantNumberModelBinder,Unclassified,CrossBuy.Models.Binders,CrossBuy/Models/Binders/InvariantNumberModelBinder.cs,IModelBinder,,,,,False,False,False,False,False,0
Models,InvariantNumberModelBinderProvider,Unclassified,CrossBuy.Models.Binders,CrossBuy/Models/Binders/InvariantNumberModelBinder.cs,IModelBinderProvider,,,,,False,False,False,False,False,0
Models,MainMenu,Admin,CrossBuy.Models.Menu,CrossBuy/Models/Menu/MainMenu.cs,,,,,,False,False,False,False,False,0
Models,ManufWorkOrderEventPayload,Platform,CrossBuy.Models.Platform,CrossBuy/Models/Platform/Slice2EventPayloads.cs,,,,,,False,False,False,False,False,11
Models,MappingProfile,Unclassified,CrossBuy.Models,CrossBuy/Models/MappingProfile.cs,Profile,,,,,False,False,False,False,False,0
Models,MenuCategory,Admin,CrossBuy.Models.Menu,CrossBuy/Models/Menu/MainMenu.cs,,,,,,False,False,False,False,False,4
Models,MenuItem,Inventory,CrossBuy.Models.Menu,CrossBuy/Models/Menu/MainMenu.cs,,,,,,False,False,False,False,False,7
Models,NotificationCommand,Platform,CrossBuy.Models.Platform,CrossBuy/Models/Platform/NotificationCommand.cs,,,,BranchId,,False,False,False,False,False,8
Models,NumberInputNormalizer,Unclassified,CrossBuy.Models.Binders,CrossBuy/Models/Binders/InvariantNumberModelBinder.cs,,,,,,False,False,False,False,False,0
Models,PermissionCheckRequest,Platform,CrossBuy.Models.Platform,CrossBuy/Models/Platform/PlatformPermission.cs,,,,,,False,False,False,False,False,0
Models,PermissionDecision,Platform,CrossBuy.Models.Platform,CrossBuy/Models/Platform/PlatformPermission.cs,,,,,,False,False,False,False,False,1
