controller,action,http_method,is_api,authorization,permission_attributes,in_body_authority,in_body_chain,authentication_only,antiforgery,lane_guard,environment_gate,anonymous,unsupported_helpers,file,line
"InventoryController","OpFinalize","POST","False","ActionAttribute","InvPerm","","","True","True","False","False","False","","CrossBuy/Controllers/InventoryController.cs","2223"
"InventoryController","PostAssembly","POST","False","ActionAttribute","InvPerm","","","True","True","False","False","False","","CrossBuy/Controllers/InventoryController.cs","1202"
"InventoryController","PostCount","POST","False","ActionAttribute","InvPerm","","","True","True","False","False","False","","CrossBuy/Controllers/InventoryController.cs","1926"
"InventoryController","PostMovement","POST","False","ActionAttribute","InvPerm","","","True","True","False","False","False","","CrossBuy/Controllers/InventoryController.cs","703"
"InventoryController","ProducePartial","POST","False","ActionAttribute","InvPerm","","","True","True","False","False","False","","CrossBuy/Controllers/InventoryController.cs","1340"
"InventoryController","RejectDoc","POST","False","ActionAttribute","InvPerm","","","True","True","False","False","False","","CrossBuy/Controllers/InventoryController.cs","2398"
"InventoryController","ReleaseWorkOrder","POST","False","ActionAttribute","InvPerm","","","True","True","False","False","False","","CrossBuy/Controllers/InventoryController.cs","1315"
"InventoryController","RelocateBin","POST","False","ActionAttribute","InvPerm","","","True","True","False","False","False","","CrossBuy/Controllers/InventoryController.cs","561"
"InventoryController","RemovePlanDemand","POST","False","ActionAttribute","InvPerm","","","True","True","False","False","False","","CrossBuy/Controllers/InventoryController.cs","1442"
"InventoryController","RemoveRole","POST","False","ActionAttribute","InvPerm","","","True","True","False","False","False","","CrossBuy/Controllers/InventoryController.cs","2441"
"InventoryController","RemoveWorkOrderLabor","POST","False","ActionAttribute","InvPerm","","","True","True","False","False","False","","CrossBuy/Controllers/InventoryController.cs","1299"
"InventoryController","RunIntegrity","POST","False","ActionAttribute","InvPerm","","","True","True","False","False","False","","CrossBuy/Controllers/InventoryController.cs","2239"
"InventoryController","SaveBinLocation","POST","False","ActionAttribute","InvPerm","","","True","True","False","False","False","","CrossBuy/Controllers/InventoryController.cs","421"
"InventoryController","SaveItemLocations","POST","False","ActionAttribute","InvPerm","","","True","True","False","False","False","","CrossBuy/Controllers/InventoryController.cs","461"
"InventoryController","SavePriceList","POST","False","ActionAttribute","InvPerm","","","True","True","False","False","False","","CrossBuy/Controllers/InventoryController.cs","798"
"InventoryController","SavePromotion","POST","False","ActionAttribute","InvPerm","","","True","True","False","False","False","","CrossBuy/Controllers/InventoryController.cs","949"
"InventoryController","SaveReorderSettings","POST","False","ActionAttribute","InvPerm","","","True","True","False","False","False","","CrossBuy/Controllers/InventoryController.cs","2531"
"InventoryController","SaveRoutingOp","POST","False","ActionAttribute","InvPerm","","","True","True","False","False","False","","CrossBuy/Controllers/InventoryController.cs","1379"
"InventoryController","SaveSettings","POST","False","ActionAttribute","InvPerm","","","True","True","False","False","False","","CrossBuy/Controllers/InventoryController.cs","2459"
"InventoryController","SaveWorkCenter","POST","False","ActionAttribute","InvPerm","","","True","True","False","False","False","","CrossBuy/Controllers/InventoryController.cs","1357"
"InventoryController","SaveWorkOrder","POST","False","ActionAttribute","InvPerm","","","True","True","False","False","False","","CrossBuy/Controllers/InventoryController.cs","1307"
"InventoryController","SetBinCount","POST","False","ActionAttribute","InvPerm","","","True","True","False","False","False","","CrossBuy/Controllers/InventoryController.cs","553"
"InventoryController","SetQuoteStatus","POST","False","ActionAttribute","InvPerm","","","True","True","False","False","False","","CrossBuy/Controllers/InventoryController.cs","1784"
"InventoryController","WarehouseQuickAdd","POST","False","ActionAttribute","ApiPerm","","","True","True","False","False","False","","CrossBuy/Controllers/InventoryController.cs","384"
"LeaveApiController","Create","POST","True","None","","","","True","False","False","False","False","","CrossBuy/Controllers/Api/LeaveApiController.cs","132"
"LeaveApiController","Decision","POST","True","None","","","","True","False","False","False","False","","CrossBuy/Controllers/Api/LeaveApiController.cs","169"
"NotificationsApiController","MarkAllRead","POST","True","None","","","","True","False","False","False","False","","CrossBuy/Controllers/Api/NotificationsApiController.cs","88"
"NotificationsApiController","MarkRead","POST","True","None","","","","True","False","False","False","False","","CrossBuy/Controllers/Api/NotificationsApiController.cs","75"
"NotificationsController","ToggleMute","POST","False","None","","","","True","False","False","False","False","","CrossBuy/Controllers/NotificationsController.cs","41"
"PeopleController","AcknowledgeAppraisal","POST","False","None","","","","False","True","False","False","False","","CrossBuy/Controllers/PeopleController.cs","389"
"PeopleController","CreateLeave","POST","False","None","","","","False","True","False","False","False","","CrossBuy/Controllers/PeopleController.cs","241"
"PeopleController","CreateRequest","POST","False","None","","","","False","True","False","False","False","","CrossBuy/Controllers/PeopleController.cs","315"
"PeopleController","DecideLeave","POST","False","InBody","","IHrAccessService.CanAsync","DecideLeave -> IHrAccessService.CanAsync","False","True","False","False","False","","CrossBuy/Controllers/PeopleController.cs","254"
"PeopleController","DecideRequest","POST","False","None","","","","False","True","False","False","False","","CrossBuy/Controllers/PeopleController.cs","334"
"PlatformGrantsApiController","Create","POST","True","InBody","","IPlatformGrantWriter.CreateGrantAsync","Create -> IPlatformGrantWriter.CreateGrantAsync","True","False","False","False","False","","CrossBuy/Controllers/Api/PlatformGrantsApiController.cs","91"
"PlatformGrantsApiController","Revoke","POST","True","InBody","","IPlatformGrantWriter.RevokeGrantAsync","Revoke -> IPlatformGrantWriter.RevokeGrantAsync","True","False","False","False","False","","CrossBuy/Controllers/Api/PlatformGrantsApiController.cs","113"
"PlatformGrantsApiController","UpdateValidity","POST","True","InBody","","IPlatformGrantWriter.UpdateValidityAsync","UpdateValidity -> IPlatformGrantWriter.UpdateValidityAsync","True","False","False","False","False","","CrossBuy/Controllers/Api/PlatformGrantsApiController.cs","132"
"PosAppController","AddCustomer","POST","False","None","","","","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","665"
"PosAppController","AddCustomerAddress","POST","False","InBody","","IPosAccessService.CanOrder","AddCustomerAddress -> IPosAccessService.CanOrder","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","564"
"PosAppController","AddLine","POST","False","InBody","","IPosAccessService.CanOrder","AddLine -> IPosAccessService.CanOrder","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","261"
"PosAppController","AddTable","POST","False","InBody","","IPosAccessService.IsManager","AddTable -> IPosAccessService.IsManager","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","834"
"PosAppController","AssignDriver","POST","False","InBody","","IPosAccessService.CanOrder","AssignDriver -> IPosAccessService.CanOrder","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","582"
"PosAppController","CreateOrder","POST","False","InBody","","IPosAccessService.CanOrder","CreateOrder -> IPosAccessService.CanOrder","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","202"
"PosAppController","DiscardOrder","POST","False","InBody","","IPosAccessService.CanOrder","DiscardOrder -> IPosAccessService.CanOrder","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","676"
"PosAppController","HoldOrder","POST","False","InBody","","IPosAccessService.CanOrder","HoldOrder -> IPosAccessService.CanOrder","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","720"
"PosAppController","KdsLineStatus","POST","False","InBody","","IPosAccessService.IsKitchen","KdsLineStatus -> IPosAccessService.IsKitchen","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","507"
"PosAppController","LoadOrder","POST","False","InBody","","IPosAccessService.CanOrder","LoadOrder -> IPosAccessService.CanOrder","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","752"
"PosAppController","Login","POST","False","InBody","","IPosAccessService.ResolveByUserIdAsync","Login -> IPosAccessService.ResolveByUserIdAsync","False","True","True","False","True","","CrossBuy/Controllers/PosAppController.cs","89"
"PosAppController","MergeOrder","POST","False","InBody","","IPosAccessService.CanOrder","MergeOrder -> IPosAccessService.CanOrder","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","703"
"PosAppController","MoveOrder","POST","False","InBody","","IPosAccessService.CanOrder","MoveOrder -> IPosAccessService.CanOrder","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","685"
"PosAppController","NewOrderOnTable","POST","False","InBody","","IPosAccessService.CanOrder","NewOrderOnTable -> IPosAccessService.CanOrder","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","253"
"PosAppController","OpenTable","POST","False","InBody","","IPosAccessService.CanOrder","OpenTable -> IPosAccessService.CanOrder","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","213"
"PosAppController","Pay","POST","False","InBody","","IPosAccessService.CanOrder","Pay -> IPosAccessService.CanOrder","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","761"
"PosAppController","PaySplitItems","POST","False","InBody","","IPosAccessService.CanOrder","PaySplitItems -> IPosAccessService.CanOrder","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","789"
"PosAppController","PayTenders","POST","False","InBody","","IPosAccessService.CanOrder","PayTenders -> IPosAccessService.CanOrder","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","773"
"PosAppController","RecallOrder","POST","False","InBody","","IPosAccessService.CanOrder","RecallOrder -> IPosAccessService.CanOrder","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","743"
"PosAppController","RemoveLine","POST","False","InBody","","IPosAccessService.CanOrder","RemoveLine -> IPosAccessService.CanOrder","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","439"
"PosAppController","ReservationArrive","POST","False","InBody","","IPosAccessService.CanOrder","ReservationArrive -> IPosAccessService.CanOrder","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","629"
"PosAppController","ReservationNoShow","POST","False","InBody","","IPosAccessService.CanOrder","ReservationNoShow -> IPosAccessService.CanOrder","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","638"
"PosAppController","ReturnLines","POST","False","InBody","","IPosAccessService.IsManager","ReturnLines -> IPosAccessService.IsManager","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","292"
"PosAppController","SeatOrder","POST","False","InBody","","IPosAccessService.CanOrder","SeatOrder -> IPosAccessService.CanOrder","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","694"
"PosAppController","SendKitchen","POST","False","InBody","","IPosAccessService.CanOrder","SendKitchen -> IPosAccessService.CanOrder","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","448"
"PosAppController","SetDelivery","POST","False","InBody","","IPosAccessService.CanOrder","SetDelivery -> IPosAccessService.CanOrder","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","542"
"PosAppController","SetDeliveryStatus","POST","False","InBody","","IPosAccessService.CanOrder","SetDeliveryStatus -> IPosAccessService.CanOrder","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","591"
"PosAppController","SetGuests","POST","False","InBody","","IPosAccessService.CanOrder","SetGuests -> IPosAccessService.CanOrder","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","533"
"PosAppController","SetOrderCustomer","POST","False","InBody","","IPosAccessService.CanOrder","SetOrderCustomer -> IPosAccessService.CanOrder","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","524"
"PosAppController","SetQty","POST","False","InBody","","IPosAccessService.CanOrder","SetQty -> IPosAccessService.CanOrder","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","431"
"PosAppController","SetTableStatus","POST","False","InBody","","IPosAccessService.CanOrder","SetTableStatus -> IPosAccessService.CanOrder","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","818"
"PosAppController","ShiftClose","POST","False","InBody","","IPosAccessService.CanSell","ShiftClose -> IPosAccessService.CanSell","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","420"
"PosAppController","Start","POST","False","None","","","","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","136"
"PosAppController","SyncPaidOrder","POST","False","InBody","","IPosAccessService.CanSell","SyncPaidOrder -> IPosAccessService.CanSell","False","False","True","False","False","","CrossBuy/Controllers/PosAppController.cs","355"
"PosAppController","SyncShiftClose","POST","False","InBody","","IPosAccessService.CanSell","SyncShiftClose -> IPosAccessService.CanSell","False","False","True","False","False","","CrossBuy/Controllers/PosAppController.cs","369"
"PosAppController","VoidPaid","POST","False","InBody","","IPosAccessService.IsManager","VoidPaid -> IPosAccessService.IsManager","False","True","True","False","False","","CrossBuy/Controllers/PosAppController.cs","282"
"PosController","AckSyncConflict","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","365"
"PosController","AddQuickItem","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","854"
"PosController","AddQuickItemJson","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","610"
"PosController","ApplyPreset","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","199"
"PosController","AssignPosRole","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","735"
"PosController","AttachModifierItemJson","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","667"
"PosController","CloseShift","POST","False","InBody","","PosAccessService.CanAsync","CloseShift -> PosGateAsync -> PosAccessService.CanAsync","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","798"
"PosController","CustomerQuickAdd","POST","False","ActionAttribute","ApiPerm","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","471"
"PosController","DeleteDeliveryZone","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","315"
"PosController","DeleteDiningArea","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","247"
"PosController","DeleteDriver","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","289"
"PosController","DeleteMenuGroup","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","846"
"PosController","DeleteModifierGroup","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","643"
"PosController","DeleteModifierOption","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","659"
"PosController","DeletePaymentMethod","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","706"
"PosController","DeleteStation","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","263"
"PosController","DeleteTable","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","519"
"PosController","DeleteTerminal","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","779"
"PosController","DetachModifierItem","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","674"
"PosController","OpenShift","POST","False","InBody","","PosAccessService.CanAsync","OpenShift -> PosGateAsync -> PosAccessService.CanAsync","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","787"
"PosController","PrepareFinished","POST","False","InBody","","PosAccessService.CanAsync","PrepareFinished -> PosGateAsync -> PosAccessService.CanAsync","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","374"
"PosController","PrepareSemi","POST","False","InBody","","PosAccessService.CanAsync","PrepareSemi -> PosGateAsync -> PosAccessService.CanAsync","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","386"
"PosController","RegenerateQr","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","527"
"PosController","RemovePosRole","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","743"
"PosController","RemoveQuickItem","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","862"
"PosController","SaveCapabilities","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","207"
"PosController","SaveDeliveryZone","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","307"
"PosController","SaveDiningArea","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","239"
"PosController","SaveDriver","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","281"
"PosController","SaveItemSourcing","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","340"
"PosController","SaveLayout","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","508"
"PosController","SaveMenuGroup","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","838"
"PosController","SaveModifierGroup","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","635"
"PosController","SaveModifierOption","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","651"
"PosController","SavePaymentMethod","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","698"
"PosController","SavePosSetting","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","217"
"PosController","SaveReservation","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","409"
"PosController","SaveStation","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","255"
"PosController","SaveTable","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","500"
"PosController","SaveTerminal","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","771"
"PosController","SetQuickCode","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","870"
"PosController","SetReservationStatus","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/PosController.cs","417"
"ProjectController","ApproveBilling","POST","False","InBody","","IProjectsAccessService.CanAsync","ApproveBilling -> GateAsync -> IProjectsAccessService.CanAsync","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","412"
"ProjectController","ApproveSubBilling","POST","False","InBody","","IProjectsAccessService.CanAsync","ApproveSubBilling -> GateAsync -> IProjectsAccessService.CanAsync","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","572"
"ProjectController","ApproveVariationOrder","POST","False","InBody","","IProjectsAccessService.CanAsync","ApproveVariationOrder -> GateAsync -> IProjectsAccessService.CanAsync","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","633"
"ProjectController","ConfirmProgress","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","371"
"ProjectController","DeleteActivityType","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","716"
"ProjectController","DeleteBilling","POST","False","InBody","","IProjectsAccessService.CanAsync","DeleteBilling -> GateAsync -> IProjectsAccessService.CanAsync","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","434"
"ProjectController","DeleteEquipmentDepreciation","POST","False","InBody","","IProjectsAccessService.CanAsync","DeleteEquipmentDepreciation -> GateAsync -> IProjectsAccessService.CanAsync","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","691"
"ProjectController","DeleteMaterialIssue","POST","False","InBody","","IProjectsAccessService.CanAsync","DeleteMaterialIssue -> GateAsync -> IProjectsAccessService.CanAsync","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","491"
"ProjectController","DeleteProgress","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","379"
"ProjectController","DeleteProject","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","198"
"ProjectController","DeleteSubBilling","POST","False","InBody","","IProjectsAccessService.CanAsync","DeleteSubBilling -> GateAsync -> IProjectsAccessService.CanAsync","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","594"
"ProjectController","DeleteVariationOrder","POST","False","InBody","","IProjectsAccessService.CanAsync","DeleteVariationOrder -> GateAsync -> IProjectsAccessService.CanAsync","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","644"
"ProjectController","PostBilling","POST","False","InBody","","IProjectsAccessService.CanAsync","PostBilling -> GateAsync -> IProjectsAccessService.CanAsync","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","423"
"ProjectController","PostEquipmentDepreciation","POST","False","InBody","","IProjectsAccessService.CanAsync","PostEquipmentDepreciation -> GateAsync -> IProjectsAccessService.CanAsync","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","680"
"ProjectController","PostLabor","POST","False","InBody","","IProjectsAccessService.CanAsync","PostLabor -> GateAsync -> IProjectsAccessService.CanAsync","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","512"
"ProjectController","PostMaterialIssue","POST","False","InBody","","IProjectsAccessService.CanAsync","PostMaterialIssue -> GateAsync -> IProjectsAccessService.CanAsync","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","480"
"ProjectController","PostSubBilling","POST","False","InBody","","IProjectsAccessService.CanAsync","PostSubBilling -> GateAsync -> IProjectsAccessService.CanAsync","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","583"
"ProjectController","ReceiveAdvance","POST","False","InBody","","IProjectsAccessService.CanAsync","ReceiveAdvance -> GateAsync -> IProjectsAccessService.CanAsync","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","273"
"ProjectController","ReleaseRetention","POST","False","InBody","","IProjectsAccessService.CanAsync","ReleaseRetention -> GateAsync -> IProjectsAccessService.CanAsync","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","306"
"ProjectController","ReleaseSubRetention","POST","False","InBody","","IProjectsAccessService.CanAsync","ReleaseSubRetention -> GateAsync -> IProjectsAccessService.CanAsync","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","337"
"ProjectController","SaveActivityType","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","707"
"ProjectController","SaveBilling","POST","False","InBody","","IProjectsAccessService.CanAsync","SaveBilling -> GateAsync -> IProjectsAccessService.CanAsync","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","401"
"ProjectController","SaveBoq","POST","False","InBody","","IProjectsAccessService.CanAsync","SaveBoq -> GateAsync -> IProjectsAccessService.CanAsync","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","240"
"ProjectController","SaveEquipmentDepreciation","POST","False","InBody","","IProjectsAccessService.CanAsync","SaveEquipmentDepreciation -> GateAsync -> IProjectsAccessService.CanAsync","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","668"
"ProjectController","SaveMaterialIssue","POST","False","InBody","","IProjectsAccessService.CanAsync","SaveMaterialIssue -> GateAsync -> IProjectsAccessService.CanAsync","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","466"
"ProjectController","SaveProgress","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","360"
"ProjectController","SaveProject","POST","False","None","","","","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","180"
"ProjectController","SaveSubBilling","POST","False","InBody","","IProjectsAccessService.CanAsync","SaveSubBilling -> GateAsync -> IProjectsAccessService.CanAsync","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","561"
"ProjectController","SaveSubcontract","POST","False","InBody","","IProjectsAccessService.CanAsync","SaveSubcontract -> GateAsync -> IProjectsAccessService.CanAsync","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","550"
"ProjectController","SaveVariationOrder","POST","False","InBody","","IProjectsAccessService.CanAsync","SaveVariationOrder -> GateAsync -> IProjectsAccessService.CanAsync","True","True","False","False","False","","CrossBuy/Controllers/ProjectController.cs","619"
"ReportStudioApiController","DeleteAsset","POST","True","InBody","","IReportAuthorizationService.AuthorizeReportAsync","DeleteAsset -> AuthorizeAuthorAsync -> IReportAuthorizationService.AuthorizeReportAsync","True","False","False","False","False","","CrossBuy/Controllers/Api/ReportStudioApiController.cs","274"
"ReportStudioApiController","Export","POST","True","InBody","","IReportAuthorizationService.AuthorizeReportAsync","Export -> AuthorizeAsync -> IReportAuthorizationService.AuthorizeReportAsync","True","False","False","False","False","","CrossBuy/Controllers/Api/ReportStudioApiController.cs","182"
"ReportStudioApiController","Pdf","POST","True","InBody","","IReportAuthorizationService.AuthorizeReportAsync","Pdf -> AuthorizeAsync -> IReportAuthorizationService.AuthorizeReportAsync","True","False","False","False","False","","CrossBuy/Controllers/Api/ReportStudioApiController.cs","309"
"ReportStudioApiController","Preview","POST","True","InBody","","IReportAuthorizationService.AuthorizeReportAsync","Preview -> AuthorizeAsync -> IReportAuthorizationService.AuthorizeReportAsync","True","False","False","False","False","","CrossBuy/Controllers/Api/ReportStudioApiController.cs","140"
"ReportStudioApiController","Print","POST","True","InBody","","IReportAuthorizationService.AuthorizeReportAsync","Print -> AuthorizeAsync -> IReportAuthorizationService.AuthorizeReportAsync","True","False","False","False","False","","CrossBuy/Controllers/Api/ReportStudioApiController.cs","292"
"ReportStudioApiController","Save","POST","True","InBody","","IReportAuthorizationService.AuthorizeReportAsync","Save -> AuthorizeAsync -> IReportAuthorizationService.AuthorizeReportAsync","True","False","False","False","False","","CrossBuy/Controllers/Api/ReportStudioApiController.cs","162"
"ReportStudioApiController","UploadAsset","POST","True","InBody","","IReportAuthorizationService.AuthorizeReportAsync","UploadAsset -> AuthorizeAuthorAsync -> IReportAuthorizationService.AuthorizeReportAsync","True","False","False","False","False","","CrossBuy/Controllers/Api/ReportStudioApiController.cs","252"
"ReportStudioApiController","Validate","POST","True","InBody","","IReportAuthorizationService.AuthorizeReportAsync","Validate -> AuthorizeAsync -> IReportAuthorizationService.AuthorizeReportAsync","True","False","False","False","False","","CrossBuy/Controllers/Api/ReportStudioApiController.cs","130"
"ReportsCenterWriteApiController","AddFavorite","POST","True","InBody","","IReportAuthorizationService.AuthorizeReportAsync","AddFavorite -> AuthorizeAsync -> IReportAuthorizationService.AuthorizeReportAsync","True","False","False","False","False","","CrossBuy/Controllers/Api/ReportsCenterWriteEndpoints.cs","285"
"ReportsCenterWriteApiController","DeleteLayout","DELETE","True","InBody","","IReportAuthorizationService.AuthorizeTemplateAsync","DeleteLayout -> AuthorizeTemplateAsync -> IReportAuthorizationService.AuthorizeTemplateAsync","True","False","False","False","False","","CrossBuy/Controllers/Api/ReportsCenterWriteEndpoints.cs","257"
"ReportsCenterWriteApiController","Fork","POST","True","InBody","","IReportAuthorizationService.AuthorizeTemplateAsync","Fork -> AuthorizeTemplateAsync -> IReportAuthorizationService.AuthorizeTemplateAsync","True","False","False","False","False","","CrossBuy/Controllers/Api/ReportsCenterWriteEndpoints.cs","220"
"ReportsCenterWriteApiController","RemoveFavorite","DELETE","True","InBody","","IReportAuthorizationService.AuthorizeReportAsync","RemoveFavorite -> AuthorizeAsync -> IReportAuthorizationService.AuthorizeReportAsync","True","False","False","False","False","","CrossBuy/Controllers/Api/ReportsCenterWriteEndpoints.cs","304"
"ReportsCenterWriteApiController","ReorderFavorites","POST","True","InBody","","IReportAuthorizationService.AuthorizeReportAsync","ReorderFavorites -> IReportAuthorizationService.AuthorizeReportAsync","True","False","False","False","False","","CrossBuy/Controllers/Api/ReportsCenterWriteEndpoints.cs","339"
"ReportsCenterWriteApiController","SaveLayout","POST","True","InBody","","IReportAuthorizationService.AuthorizeReportAsync","SaveLayout -> AuthorizeAsync -> IReportAuthorizationService.AuthorizeReportAsync","True","False","False","False","False","","CrossBuy/Controllers/Api/ReportsCenterWriteEndpoints.cs","167"
"ReportsCenterWriteApiController","SetDefault","POST","True","InBody","","IReportAuthorizationService.AuthorizeTemplateAsync","SetDefault -> AuthorizeTemplateAsync -> IReportAuthorizationService.AuthorizeTemplateAsync","True","False","False","False","False","","CrossBuy/Controllers/Api/ReportsCenterWriteEndpoints.cs","239"
"ServiceController","BranchDetails","POST","False","None","","","","True","False","False","False","False","","CrossBuy/Controllers/ServiceController.cs","174"
"ServiceController","CompanyDetails","POST","False","None","","","","True","False","False","False","False","","CrossBuy/Controllers/ServiceController.cs","62"
