module,cls,interface,di_lifetime,file,implements,is_background_worker,uses_dbcontext,uses_scopedtx,scopedtx_sites,uses_notify,uses_businessevent,uses_httpcontext,lines
Tasks,TaskRowDto,,(not registered),CrossBuy/BL/TaskService.cs,,False,True,False,0,False,False,False,303
Tasks,TaskSaveInput,,(not registered),CrossBuy/BL/TaskService.cs,,False,True,False,0,False,False,False,303
Tasks,TaskScheduleMatchHostedService,,HostedService,CrossBuy/BL/TaskScheduleMatchHostedService.cs,BackgroundService,True,False,False,0,False,False,False,36
Tasks,TaskScheduleMatcher,ITaskScheduleMatcher,Scoped,CrossBuy/BL/TaskScheduleMatcher.cs,ITaskScheduleMatcher,False,True,False,0,False,False,False,151
Tasks,TaskService,ITaskService,Scoped,CrossBuy/BL/TaskService.cs,ITaskService,False,True,False,0,False,False,False,303
Tasks,TaskStatusSummary,,(not registered),CrossBuy/BL/TaskReportService.cs,,False,True,False,0,False,False,False,146
Tasks,TimesheetLineDto,,(not registered),CrossBuy/BL/TimesheetService.cs,,False,True,False,0,False,False,False,171
Tasks,TimesheetService,ITimesheetService,Scoped,CrossBuy/BL/TimesheetService.cs,ITimesheetService,False,True,False,0,False,False,False,171
Unclassified,AccMonthPoint,,(not registered),CrossBuy/BL/AccountingDashboardService.cs,,False,True,False,0,False,False,False,195
Unclassified,AccRecentEntry,,(not registered),CrossBuy/BL/AccountingDashboardService.cs,,False,True,False,0,False,False,False,195
Unclassified,AgingBuckets,,(not registered),CrossBuy/BL/ExecutiveDashboardService.cs,,False,True,False,0,False,False,False,146
Unclassified,AgingRow,,(not registered),CrossBuy/BL/ReceivableService.cs,,False,True,True,7,True,True,False,959
Unclassified,ApprovalInboxRow,,(not registered),CrossBuy/BL/ApprovalInboxDto.cs,,False,False,False,0,False,False,False,17
Unclassified,BalanceSheet,,(not registered),CrossBuy/BL/FinancialStatementService.cs,,False,True,False,0,False,False,False,182
Unclassified,BillableCustomerRow,,(not registered),CrossBuy/BL/TaskReportService.cs,,False,True,False,0,False,False,False,146
Unclassified,BillingLineView,,(not registered),CrossBuy/BL/ProgressBillingService.cs,,False,True,False,0,False,False,False,273
Unclassified,BillingPreview,,(not registered),CrossBuy/BL/ProgressBillingService.cs,,False,True,False,0,False,False,False,273
Unclassified,BranchRoleDto,,(not registered),CrossBuy/BL/PosSetupService.cs,,False,True,True,1,False,False,False,1129
Unclassified,BranchSourcingRowDto,,(not registered),CrossBuy/BL/PosSetupService.cs,,False,True,True,1,False,False,False,1129
Unclassified,BudgetLineRow,,(not registered),CrossBuy/BL/ProjectBudgetService.cs,,False,True,False,0,False,False,False,86
Unclassified,BudgetReport,,(not registered),CrossBuy/BL/ProjectBudgetService.cs,,False,True,False,0,False,False,False,86
Unclassified,CalEventInput,,(not registered),CrossBuy/BL/CalendarService.cs,,False,True,False,0,False,False,False,132
Unclassified,CampaignDetail,,(not registered),CrossBuy/BL/CrmService.cs,,False,True,False,0,True,False,False,1184
Unclassified,CampaignRow,,(not registered),CrossBuy/BL/CrmService.cs,,False,True,False,0,True,False,False,1184
Unclassified,CarryOverRow,,(not registered),CrossBuy/BL/LeaveAccrualService.cs,,False,True,False,0,False,False,False,248
Unclassified,CashFlowStatement,,(not registered),CrossBuy/BL/FinancialStatementService.cs,,False,True,False,0,False,False,False,182
Unclassified,ComponentRowInput,,(not registered),CrossBuy/BL/ItemService.cs,,False,True,False,0,False,False,False,473
Unclassified,CostRow,,(not registered),CrossBuy/BL/TaskReportService.cs,,False,True,False,0,False,False,False,146
Unclassified,CountApprovalPayload,,(not registered),CrossBuy/BL/InventoryApprovalService.cs,,False,True,False,0,True,False,False,141
Unclassified,CountLineInput,,(not registered),CrossBuy/BL/StockService.cs,,False,True,True,15,False,False,False,1724
Unclassified,CustomerAddressDto,,(not registered),CrossBuy/BL/PosOrderService.cs,,False,True,True,5,False,False,False,1910
Unclassified,CustomerAnalytics,,(not registered),CrossBuy/BL/ReceivableService.cs,,False,True,True,7,True,True,False,959
Unclassified,CustomerAnalyticsRow,,(not registered),CrossBuy/BL/ReceivableService.cs,,False,True,True,7,True,True,False,959
Unclassified,DeliveryLineInput,,(not registered),CrossBuy/BL/SellingService.cs,,False,True,False,0,True,False,False,270
Unclassified,DeliveryOrderDto,,(not registered),CrossBuy/BL/PosOrderService.cs,,False,True,True,5,False,False,False,1910
Unclassified,DeliveryZoneDto,,(not registered),CrossBuy/BL/PosOrderService.cs,,False,True,True,5,False,False,False,1910
Unclassified,EncashableBalance,,(not registered),CrossBuy/BL/LeaveAccrualService.cs,,False,True,False,0,False,False,False,248
Unclassified,EquipmentAllocInput,,(not registered),CrossBuy/BL/EquipmentDepreciationService.cs,,False,True,False,0,False,False,False,173
Unclassified,EquipmentAssetRow,,(not registered),CrossBuy/BL/EquipmentDepreciationService.cs,,False,True,False,0,False,False,False,173
Unclassified,ExcelExporter,,(not registered),CrossBuy/BL/ExcelExporter.cs,,False,False,False,0,False,False,False,71
Unclassified,ExecTopCustomer,,(not registered),CrossBuy/BL/ExecutiveDashboardService.cs,,False,True,False,0,False,False,False,146
Unclassified,ExecutiveDashboardDto,,(not registered),CrossBuy/BL/ExecutiveDashboardService.cs,,False,True,False,0,False,False,False,146
Unclassified,FloorHallDto,,(not registered),CrossBuy/BL/PosOrderService.cs,,False,True,True,5,False,False,False,1910
Unclassified,FloorTableDto,,(not registered),CrossBuy/BL/PosOrderService.cs,,False,True,True,5,False,False,False,1910
Unclassified,ForecastRow,,(not registered),CrossBuy/BL/CrmService.cs,,False,True,False,0,True,False,False,1184
Unclassified,FxRevalLine,,(not registered),CrossBuy/BL/FxRevaluationService.cs,,False,True,False,0,False,False,False,196
Unclassified,FxRevalPreview,,(not registered),CrossBuy/BL/FxRevaluationService.cs,,False,True,False,0,False,False,False,196
Unclassified,HeldOrderDto,,(not registered),CrossBuy/BL/PosOrderService.cs,,False,True,True,5,False,False,False,1910
Unclassified,HoursReportDto,,(not registered),CrossBuy/BL/TimesheetService.cs,,False,True,False,0,False,False,False,171
Unclassified,HoursReportLineDto,,(not registered),CrossBuy/BL/TimesheetService.cs,,False,True,False,0,False,False,False,171
Unclassified,HrDistRow,,(not registered),CrossBuy/BL/AdminDashboardDto.cs,,False,False,False,0,False,False,False,43
Unclassified,HrExpiryRow,,(not registered),CrossBuy/BL/AdminDashboardDto.cs,,False,False,False,0,False,False,False,43
Unclassified,HrMonthPoint,,(not registered),CrossBuy/BL/AdminDashboardDto.cs,,False,False,False,0,False,False,False,43
Unclassified,IdProtector,IIdProtector,Singleton,CrossBuy/BL/IdProtector.cs,IIdProtector,False,False,False,0,False,False,False,31
Unclassified,IncomeStatement,,(not registered),CrossBuy/BL/FinancialStatementService.cs,,False,True,False,0,False,False,False,182
Unclassified,JournalLineInput,,(not registered),CrossBuy/BL/JournalEntryService.cs,,False,True,True,3,False,False,False,376
Unclassified,KitchenLineDto,,(not registered),CrossBuy/BL/PosOrderService.cs,,False,True,True,5,False,False,False,1910
Unclassified,KitchenTicketDto,,(not registered),CrossBuy/BL/PosOrderService.cs,,False,True,True,5,False,False,False,1910
Unclassified,LandedChargeInput,,(not registered),CrossBuy/BL/StockService.cs,,False,True,True,15,False,False,False,1724
Unclassified,LedgerLine,,(not registered),CrossBuy/BL/GeneralLedgerService.cs,,False,True,False,0,False,False,False,140
Unclassified,ListRow,,(not registered),CrossBuy/BL/CrmService.cs,,False,True,False,0,True,False,False,1184
Unclassified,MailAttachmentDto,,(not registered),CrossBuy/BL/CommService.cs,,False,True,False,0,False,False,False,232
Unclassified,MailFull,,(not registered),CrossBuy/BL/CommService.cs,,False,True,False,0,False,False,False,232
Unclassified,MarginCheckResult,,(not registered),CrossBuy/BL/PricingService.cs,,False,True,False,0,False,False,False,532
Unclassified,MatchLine,,(not registered),CrossBuy/BL/ThreeWayMatchService.cs,,False,True,False,0,False,False,False,84
Unclassified,MatchResult,,(not registered),CrossBuy/BL/ThreeWayMatchService.cs,,False,True,False,0,False,False,False,84
Unclassified,MatchRunSummary,,(not registered),CrossBuy/BL/TaskScheduleMatcher.cs,,False,True,False,0,False,False,False,151
Unclassified,MaterialLineInput,,(not registered),CrossBuy/BL/ProjectMaterialIssueService.cs,,False,True,False,0,False,False,False,125
Unclassified,MemberRow,,(not registered),CrossBuy/BL/CrmService.cs,,False,True,False,0,True,False,False,1184
Unclassified,ModChooserGroupDto,,(not registered),CrossBuy/BL/PosOrderService.cs,,False,True,True,5,False,False,False,1910
Unclassified,ModChooserOptionDto,,(not registered),CrossBuy/BL/PosOrderService.cs,,False,True,True,5,False,False,False,1910
Unclassified,ModifierAttachDto,,(not registered),CrossBuy/BL/PosSetupService.cs,,False,True,True,1,False,False,False,1129
Unclassified,ModifierOptionDto,,(not registered),CrossBuy/BL/PosSetupService.cs,,False,True,True,1,False,False,False,1129
Unclassified,MonthPoint,,(not registered),CrossBuy/BL/LeaveDashboardService.cs,,False,True,False,0,False,False,False,270
Unclassified,MovementRequest,,(not registered),CrossBuy/BL/StockService.cs,,False,True,True,15,False,False,False,1724
Unclassified,MrpRow,,(not registered),CrossBuy/BL/ManufService.cs,,False,True,True,7,False,True,False,692
Unclassified,OpeningCheck,,(not registered),CrossBuy/BL/OpeningBalanceService.cs,,False,True,False,0,False,False,False,245
Unclassified,OpeningGlLineInput,,(not registered),CrossBuy/BL/OpeningBalanceService.cs,,False,True,False,0,False,False,False,245
Unclassified,OppRow,,(not registered),CrossBuy/BL/CrmService.cs,,False,True,False,0,True,False,False,1184
Unclassified,OwnerPerf,,(not registered),CrossBuy/BL/CrmService.cs,,False,True,False,0,True,False,False,1184
Unclassified,PipelineStage,,(not registered),CrossBuy/BL/CrmService.cs,,False,True,False,0,True,False,False,1184
Unclassified,PoApprovalPayload,,(not registered),CrossBuy/BL/InventoryApprovalService.cs,,False,True,False,0,True,False,False,141
Unclassified,PoLineInput,,(not registered),CrossBuy/BL/ProcurementService.cs,,False,True,False,0,True,False,False,243
Unclassified,PredicateBuilder,,(not registered),CrossBuy/BL/PredicateBuilder.cs,,False,False,False,0,False,False,False,54
Unclassified,PriceListRow,,(not registered),CrossBuy/BL/PricingService.cs,,False,True,False,0,False,False,False,532
Unclassified,PriceResult,,(not registered),CrossBuy/BL/PricingService.cs,,False,True,False,0,False,False,False,532
Unclassified,PrjBarRow,,(not registered),CrossBuy/BL/ProjectDashboardDto.cs,,False,False,False,0,False,False,False,32
Unclassified,PrjPnlRow,,(not registered),CrossBuy/BL/ProjectDashboardDto.cs,,False,False,False,0,False,False,False,32
Unclassified,PrjRecentRow,,(not registered),CrossBuy/BL/ProjectDashboardDto.cs,,False,False,False,0,False,False,False,32
Unclassified,PrjStatusSlice,,(not registered),CrossBuy/BL/ProjectDashboardDto.cs,,False,False,False,0,False,False,False,32
Unclassified,ProductivityRow,,(not registered),CrossBuy/BL/TaskReportService.cs,,False,True,False,0,False,False,False,146
Unclassified,PromotionRow,,(not registered),CrossBuy/BL/PricingService.cs,,False,True,False,0,False,False,False,532
Unclassified,ProvisionPreview,,(not registered),CrossBuy/BL/LeaveAccrualService.cs,,False,True,False,0,False,False,False,248
Unclassified,PurchaseLineInput,,(not registered),CrossBuy/BL/PayableService.cs,,False,True,True,4,True,True,False,681
Unclassified,ReceiptLineInput,,(not registered),CrossBuy/BL/ProcurementService.cs,,False,True,False,0,True,False,False,243
Unclassified,RecipeComp,,(not registered),CrossBuy/BL/PosOrderService.cs,,False,True,True,5,False,False,False,1910
Unclassified,ReconLine,,(not registered),CrossBuy/BL/BankService.cs,,False,True,False,0,False,False,False,135
Unclassified,RequiredDocTypeDto,,(not registered),CrossBuy/BL/RecruitmentService.cs,,False,True,False,0,False,False,False,276
Unclassified,ReservationDto,,(not registered),CrossBuy/BL/PosSetupService.cs,,False,True,True,1,False,False,False,1129
Unclassified,ReservationEventDto,,(not registered),CrossBuy/BL/PosSetupService.cs,,False,True,True,1,False,False,False,1129
Unclassified,RunningTimerDto,,(not registered),CrossBuy/BL/TimesheetService.cs,,False,True,False,0,False,False,False,171
Unclassified,SalesLineInput,,(not registered),CrossBuy/BL/ReceivableService.cs,,False,True,True,7,True,True,False,959
Unclassified,ScaleBarcodeConfig,,(not registered),CrossBuy/BL/ScaleBarcodeParser.cs,,False,False,False,0,False,False,False,84
Unclassified,ScaleBarcodeParser,,(not registered),CrossBuy/BL/ScaleBarcodeParser.cs,,False,False,False,0,False,False,False,84
Unclassified,ScaleParseResult,,(not registered),CrossBuy/BL/ScaleBarcodeParser.cs,,False,False,False,0,False,False,False,84
Unclassified,ScopedTx,IAsyncDisposable,(not registered),CrossBuy/BL/ScopedTx.cs,IAsyncDisposable,False,False,False,0,False,False,False,55
Unclassified,SearchTerms,,(not registered),CrossBuy/BL/PredicateBuilder.cs,,False,False,False,0,False,False,False,54
Unclassified,SegmentRollup,,(not registered),CrossBuy/BL/ReceivableService.cs,,False,True,True,7,True,True,False,959
Unclassified,SettlementPreview,,(not registered),CrossBuy/BL/FinalSettlementService.cs,,False,True,False,0,False,False,False,147
Unclassified,SmtpOptions,,(not registered),CrossBuy/BL/CommService.cs,,False,True,False,0,False,False,False,232
Unclassified,SoLineInput,,(not registered),CrossBuy/BL/SellingService.cs,,False,True,False,0,True,False,False,270
Unclassified,SourcingOverviewRow,,(not registered),CrossBuy/BL/PosSetupService.cs,,False,True,True,1,False,False,False,1129
Unclassified,SplitAllocation,,(not registered),CrossBuy/BL/PosOrderService.cs,,False,True,True,5,False,False,False,1910
Unclassified,StatementGroup,,(not registered),CrossBuy/BL/FinancialStatementService.cs,,False,True,False,0,False,False,False,182
Unclassified,StatementLine,,(not registered),CrossBuy/BL/FinancialStatementService.cs,,False,True,False,0,False,False,False,182
Unclassified,SubBillingPreview,,(not registered),CrossBuy/BL/SubcontractBillingService.cs,,False,True,False,0,False,False,False,186
Unclassified,SuggestionCandidateDto,,(not registered),CrossBuy/BL/TaskScheduleMatcher.cs,,False,True,False,0,False,False,False,151
Unclassified,SuggestionGroupDto,,(not registered),CrossBuy/BL/TaskScheduleMatcher.cs,,False,True,False,0,False,False,False,151
Unclassified,SyncConflictDto,,(not registered),CrossBuy/BL/PosSetupService.cs,,False,True,True,1,False,False,False,1129
Unclassified,TableOrderDto,,(not registered),CrossBuy/BL/PosOrderService.cs,,False,True,True,5,False,False,False,1910
Unclassified,TicketRow,,(not registered),CrossBuy/BL/CrmService.cs,,False,True,False,0,True,False,False,1184
Unclassified,TransferApprovalPayload,,(not registered),CrossBuy/BL/InventoryApprovalService.cs,,False,True,False,0,True,False,False,141
Unclassified,TransferLineInput,,(not registered),CrossBuy/BL/StockService.cs,,False,True,True,15,False,False,False,1724
Unclassified,TrialBalanceResult,,(not registered),CrossBuy/BL/GeneralLedgerService.cs,,False,True,False,0,False,False,False,140
Unclassified,TrialBalanceRow,,(not registered),CrossBuy/BL/GeneralLedgerService.cs,,False,True,False,0,False,False,False,140
Unclassified,TypeSlice,,(not registered),CrossBuy/BL/LeaveDashboardService.cs,,False,True,False,0,False,False,False,270
Unclassified,UoMRowInput,,(not registered),CrossBuy/BL/ItemService.cs,,False,True,False,0,False,False,False,473
Unclassified,VoLineInput,,(not registered),CrossBuy/BL/VariationOrderService.cs,,False,True,False,0,False,False,False,165
Unclassified,WorkCenterLoadRow,,(not registered),CrossBuy/BL/ManufService.cs,,False,True,True,7,False,True,False,692
Unclassified,WorkOrderRow,,(not registered),CrossBuy/BL/ManufService.cs,,False,True,True,7,False,True,False,692
Unclassified,WriteOffApprovalPayload,,(not registered),CrossBuy/BL/InventoryApprovalService.cs,,False,True,False,0,True,False,False,141
Unclassified,WriteOffLineInput,,(not registered),CrossBuy/BL/StockService.cs,,False,True,True,15,False,False,False,1724
Unclassified,YearClosePreview,,(not registered),CrossBuy/BL/ClosingService.cs,,False,True,False,0,False,False,False,152
Unclassified,ZPayLine,,(not registered),CrossBuy/BL/PosSetupService.cs,,False,True,True,1,False,False,False,1129
Unclassified,ZReportDto,,(not registered),CrossBuy/BL/PosSetupService.cs,,False,True,True,1,False,False,False,1129
