controller,action,route,kind,verbs,action_attributes,controller_attributes,anonymous,evidence
Accounting,FileVatReturn,/Accounting/FileVatReturn,mvc,HttpPost,"SessionValidation; ValidateAntiForgeryToken; CrossBuy.Models.AccPerm(""manage"")",SessionValidation,no,repository-verified
Accounting,FixedAssetDetail,/Accounting/FixedAssetDetail,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,FixedAssets,/Accounting/FixedAssets,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,IncomeStatement,/Accounting/IncomeStatement,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,Index,/Accounting/Index,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,InvoiceConversation,/Accounting/InvoiceConversation,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,InvoiceConversationAdd,/Accounting/InvoiceConversationAdd,mvc,HttpPost,SessionValidation; ValidateAntiForgeryToken; RequestSizeLimit(21_000_000),SessionValidation,no,repository-verified
Accounting,InvoiceConversationReact,/Accounting/InvoiceConversationReact,mvc,HttpPost,SessionValidation; ValidateAntiForgeryToken,SessionValidation,no,repository-verified
Accounting,JournalEntry,/Accounting/JournalEntry,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,Journals,/Accounting/Journals,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,JournalsData,/Accounting/JournalsData,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,JournalsExport,/Accounting/JournalsExport,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,Ledger,/Accounting/Ledger,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,LogMaintenance,/Accounting/LogMaintenance,mvc,HttpPost,"SessionValidation; ValidateAntiForgeryToken; CrossBuy.Models.AccPerm(""post"")",SessionValidation,no,repository-verified
Accounting,MaintenanceDue,/Accounting/MaintenanceDue,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,MatchReceipts,/Accounting/MatchReceipts,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,MovementSummary,/Accounting/MovementSummary,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,NewPurchaseInvoice,/Accounting/NewPurchaseInvoice,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,NewPurchaseReturn,/Accounting/NewPurchaseReturn,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,NewSalesInvoice,/Accounting/NewSalesInvoice,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,NewSalesReturn,/Accounting/NewSalesReturn,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,Payments,/Accounting/Payments,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,PaymentsData,/Accounting/PaymentsData,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,PaymentsExport,/Accounting/PaymentsExport,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,Payroll,/Accounting/Payroll,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,PayrollDisbursement,/Accounting/PayrollDisbursement,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,PayrollTaxSettings,/Accounting/PayrollTaxSettings,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,Payslip,/Accounting/Payslip,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,Payslips,/Accounting/Payslips,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,Periods,/Accounting/Periods,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,PostJournal,/Accounting/PostJournal,mvc,HttpPost,"SessionValidation; ValidateAntiForgeryToken; CrossBuy.Models.AccPerm(""post"")",SessionValidation,no,repository-verified
Accounting,PostPayroll,/Accounting/PostPayroll,mvc,HttpPost,"SessionValidation; ValidateAntiForgeryToken; CrossBuy.Models.AccPerm(""manage"")",SessionValidation,no,repository-verified
Accounting,PrintInvoice,/Accounting/PrintInvoice,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,PurchaseInvoiceDetail,/Accounting/PurchaseInvoiceDetail,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,PurchaseInvoices,/Accounting/PurchaseInvoices,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,PurchaseInvoicesData,/Accounting/PurchaseInvoicesData,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,PurchaseInvoicesExport,/Accounting/PurchaseInvoicesExport,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,PurchaseReturnDetail,/Accounting/PurchaseReturnDetail,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,PurchaseReturns,/Accounting/PurchaseReturns,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,Receipts,/Accounting/Receipts,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,ReceiptsData,/Accounting/ReceiptsData,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,ReceiptsExport,/Accounting/ReceiptsExport,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,Reconcile,/Accounting/Reconcile,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,Reconciliations,/Accounting/Reconciliations,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,RemitStatutory,/Accounting/RemitStatutory,mvc,HttpPost,"SessionValidation; ValidateAntiForgeryToken; CrossBuy.Models.AccPerm(""pay"")",SessionValidation,no,repository-verified
Accounting,RemoveAccRole,/Accounting/RemoveAccRole,mvc,HttpPost,"SessionValidation; ValidateAntiForgeryToken; AccPerm(""manage"")",SessionValidation,no,repository-verified
Accounting,ReopenYear,/Accounting/ReopenYear,mvc,HttpPost,"SessionValidation; ValidateAntiForgeryToken; CrossBuy.Models.AccPerm(""manage"")",SessionValidation,no,repository-verified
Accounting,ReverseJournal,/Accounting/ReverseJournal,mvc,HttpPost,"SessionValidation; ValidateAntiForgeryToken; CrossBuy.Models.AccPerm(""post"")",SessionValidation,no,repository-verified
Accounting,RunDepreciation,/Accounting/RunDepreciation,mvc,HttpPost,"SessionValidation; ValidateAntiForgeryToken; CrossBuy.Models.AccPerm(""manage"")",SessionValidation,no,repository-verified
Accounting,SalesInvoiceDetail,/Accounting/SalesInvoiceDetail,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,SalesInvoices,/Accounting/SalesInvoices,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,SalesInvoicesData,/Accounting/SalesInvoicesData,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,SalesInvoicesExport,/Accounting/SalesInvoicesExport,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,SalesReturnDetail,/Accounting/SalesReturnDetail,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,SalesReturns,/Accounting/SalesReturns,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,SaveAccSettings,/Accounting/SaveAccSettings,mvc,HttpPost,"SessionValidation; ValidateAntiForgeryToken; AccPerm(""manage"")",SessionValidation,no,repository-verified
Accounting,SaveCustomer,/Accounting/SaveCustomer,mvc,HttpPost,"SessionValidation; ValidateAntiForgeryToken; CrossBuy.Models.AccPerm(""post"")",SessionValidation,no,repository-verified
Accounting,SaveMaintenanceSchedule,/Accounting/SaveMaintenanceSchedule,mvc,HttpPost,"SessionValidation; ValidateAntiForgeryToken; CrossBuy.Models.AccPerm(""manage"")",SessionValidation,no,repository-verified
Accounting,SavePayrollBracket,/Accounting/SavePayrollBracket,mvc,HttpPost,"SessionValidation; ValidateAntiForgeryToken; CrossBuy.Models.AccPerm(""manage"")",SessionValidation,no,repository-verified
Accounting,SavePayrollSettings,/Accounting/SavePayrollSettings,mvc,HttpPost,"SessionValidation; ValidateAntiForgeryToken; CrossBuy.Models.AccPerm(""manage"")",SessionValidation,no,repository-verified
Accounting,SaveVendor,/Accounting/SaveVendor,mvc,HttpPost,"SessionValidation; ValidateAntiForgeryToken; CrossBuy.Models.AccPerm(""post"")",SessionValidation,no,repository-verified
Accounting,SetPeriodStatus,/Accounting/SetPeriodStatus,mvc,HttpPost,SessionValidation; ValidateAntiForgeryToken,SessionValidation,no,repository-verified
Accounting,SettleVatReturn,/Accounting/SettleVatReturn,mvc,HttpPost,"SessionValidation; ValidateAntiForgeryToken; CrossBuy.Models.AccPerm(""manage"")",SessionValidation,no,repository-verified
Accounting,StampInvoiceCustomer,/Accounting/StampInvoiceCustomer,mvc,HttpPost,"SessionValidation; ValidateAntiForgeryToken; CrossBuy.Models.AccPerm(""post"")",SessionValidation,no,repository-verified
Accounting,TaxCodes,/Accounting/TaxCodes,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,ToggleTaxCode,/Accounting/ToggleTaxCode,mvc,HttpPost,"SessionValidation; ValidateAntiForgeryToken; CrossBuy.Models.AccPerm(""manage"")",SessionValidation,no,repository-verified
Accounting,Transfer,/Accounting/Transfer,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,TrialBalance,/Accounting/TrialBalance,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,UpdatePurchaseInvoice,/Accounting/UpdatePurchaseInvoice,mvc,HttpPost,"SessionValidation; ValidateAntiForgeryToken; CrossBuy.Models.AccPerm(""post"")",SessionValidation,no,repository-verified
Accounting,UpdatePurchaseReturn,/Accounting/UpdatePurchaseReturn,mvc,HttpPost,"SessionValidation; ValidateAntiForgeryToken; CrossBuy.Models.AccPerm(""post"")",SessionValidation,no,repository-verified
Accounting,UpdateSalesInvoice,/Accounting/UpdateSalesInvoice,mvc,HttpPost,"SessionValidation; ValidateAntiForgeryToken; CrossBuy.Models.AccPerm(""post"")",SessionValidation,no,repository-verified
Accounting,UpdateSalesReturn,/Accounting/UpdateSalesReturn,mvc,HttpPost,"SessionValidation; ValidateAntiForgeryToken; CrossBuy.Models.AccPerm(""post"")",SessionValidation,no,repository-verified
Accounting,UpdateTaxCode,/Accounting/UpdateTaxCode,mvc,HttpPost,"SessionValidation; ValidateAntiForgeryToken; CrossBuy.Models.AccPerm(""manage"")",SessionValidation,no,repository-verified
Accounting,VatReturnDetail,/Accounting/VatReturnDetail,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,VatReturns,/Accounting/VatReturns,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,VendorQuickAdd,/Accounting/VendorQuickAdd,mvc,HttpPost,"SessionValidation; ValidateAntiForgeryToken; CrossBuy.Models.ApiPerm(CrossBuy.Models.ApiPermAttribute.Accounting, ""post"")",SessionValidation,no,repository-verified
Accounting,VendorStatement,/Accounting/VendorStatement,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,Vendors,/Accounting/Vendors,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,VendorsData,/Accounting/VendorsData,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,VendorsExport,/Accounting/VendorsExport,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,VendorsSuggest,/Accounting/VendorsSuggest,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Accounting,YearEndClose,/Accounting/YearEndClose,mvc,HttpGet,SessionValidation,SessionValidation,no,repository-verified
Admin,AddAttachments,/Admin/AddAttachments,mvc,HttpPost,ValidateAntiForgeryToken,,no,repository-verified
Admin,AddHierarchicalItem,/Admin/AddHierarchicalItem,mvc,HttpPost,,,no,repository-verified
Admin,AdministrativeBodiesCompany,/Admin/AdministrativeBodiesCompany,mvc,HttpGet (implicit),,,no,repository-verified
Admin,AdministrativeBodiesCompany,/Admin/AdministrativeBodiesCompany,mvc,HttpPost,,,no,repository-verified
Admin,AdministrativeBodiesCompanyList,/Admin/AdministrativeBodiesCompanyList,mvc,HttpGet (implicit),,,no,repository-verified
Admin,AdministrativeStructure,/Admin/AdministrativeStructure,mvc,HttpGet (implicit),,,no,repository-verified
Admin,ApplicationDetail,/Admin/ApplicationDetail,mvc,HttpGet,,,no,repository-verified
Admin,ApplicationForm,/Admin/ApplicationForm,mvc,HttpGet,,,no,repository-verified
Admin,Applications,/Admin/Applications,mvc,HttpGet,,,no,repository-verified
Admin,AppraisalScore,/Admin/AppraisalScore,mvc,HttpGet,,,no,repository-verified
Admin,AppraisalTemplateEditor,/Admin/AppraisalTemplateEditor,mvc,HttpGet,,,no,repository-verified
Admin,AppraisalTemplates,/Admin/AppraisalTemplates,mvc,HttpGet,,,no,repository-verified
Admin,Appraisals,/Admin/Appraisals,mvc,HttpGet,,,no,repository-verified
Admin,Attendance,/Admin/Attendance,mvc,HttpGet,,,no,repository-verified
Admin,AttendanceEntry,/Admin/AttendanceEntry,mvc,HttpGet,,,no,repository-verified
Admin,ChangeApplicationStage,/Admin/ChangeApplicationStage,mvc,HttpPost,ValidateAntiForgeryToken,,no,repository-verified
Admin,CourseEnrollments,/Admin/CourseEnrollments,mvc,HttpGet,,,no,repository-verified
Admin,CreateAppraisal,/Admin/CreateAppraisal,mvc,HttpPost,,,no,repository-verified
Admin,DeleteApplicationDoc,/Admin/DeleteApplicationDoc,mvc,HttpPost,ValidateAntiForgeryToken,,no,repository-verified
Admin,DeleteAppraisalTemplate,/Admin/DeleteAppraisalTemplate,mvc,HttpPost,,,no,repository-verified
Admin,DeleteAttachment,/Admin/DeleteAttachment,mvc,HttpPost,ValidateAntiForgeryToken,,no,repository-verified
Admin,DeleteContract,/Admin/DeleteContract,mvc,HttpPost,ValidateAntiForgeryToken,,no,repository-verified
Admin,DeleteDocument,/Admin/DeleteDocument,mvc,HttpPost,ValidateAntiForgeryToken,,no,repository-verified
Admin,DeleteHoliday,/Admin/DeleteHoliday,mvc,HttpPost,ValidateAntiForgeryToken,,no,repository-verified
Admin,DeleteRequiredDocType,/Admin/DeleteRequiredDocType,mvc,HttpPost,,,no,repository-verified
Admin,DeleteTrainingCourse,/Admin/DeleteTrainingCourse,mvc,HttpPost,,,no,repository-verified
Admin,DocExpiryAlerts,/Admin/DocExpiryAlerts,mvc,HttpGet,,,no,repository-verified
Admin,EmployeeData,/Admin/EmployeeData,mvc,HttpGet (implicit),,,no,repository-verified
Admin,EmployeesList,/Admin/EmployeesList,mvc,HttpGet (implicit),,,no,repository-verified
Admin,Encash,/Admin/Encash,mvc,HttpPost,ValidateAntiForgeryToken,,no,repository-verified
Admin,EnrollEmployees,/Admin/EnrollEmployees,mvc,HttpPost,,,no,repository-verified
Admin,FinalSettlement,/Admin/FinalSettlement,mvc,HttpGet,,,no,repository-verified
Admin,GetBranches,/Admin/GetBranches,mvc,HttpGet,,,no,repository-verified
Admin,GetCompanies,/Admin/GetCompanies,mvc,HttpGet,,,no,repository-verified
Admin,GetEmployeeByUserId,/Admin/GetEmployeeByUserId,mvc,HttpGet,,,no,repository-verified
Admin,GetHierarchicals,/Admin/GetHierarchicals,mvc,HttpGet,,,no,repository-verified
Admin,GetJobTitles,/Admin/GetJobTitles,mvc,HttpGet,,,no,repository-verified
Admin,GetLeaveTypeById,/Admin/GetLeaveTypeById,mvc,HttpGet,,,no,repository-verified
Admin,GetLeaveTypes,/Admin/GetLeaveTypes,mvc,HttpGet,,,no,repository-verified
Admin,GetParentInfo,/Admin/GetParentInfo,mvc,HttpGet (implicit),,,no,repository-verified
Admin,GetPolicies,/Admin/GetPolicies,mvc,HttpGet,,,no,repository-verified
Admin,GetPolicy,/Admin/GetPolicy,mvc,HttpGet,,,no,repository-verified
Admin,GetRequiredDocTypeById,/Admin/GetRequiredDocTypeById,mvc,HttpGet,,,no,repository-verified
Admin,GetSalaryPolicy,/Admin/GetSalaryPolicy,mvc,HttpGet,,,no,repository-verified
Admin,HolidaysList,/Admin/HolidaysList,mvc,HttpGet,,,no,repository-verified
Admin,HrDocFiles,/Admin/HrDocFiles,mvc,HttpGet,,,no,repository-verified
Admin,HrDocuments,/Admin/HrDocuments,mvc,HttpGet,,,no,repository-verified
Admin,Index,/Admin/Index,mvc,HttpGet (implicit),,,no,repository-verified
Admin,JobTitle,/Admin/JobTitle,mvc,HttpGet (implicit),,,no,repository-verified
Admin,JobTitle,/Admin/JobTitle,mvc,HttpPost,,,no,repository-verified
Admin,JobTitlesList,/Admin/JobTitlesList,mvc,HttpGet (implicit),,,no,repository-verified
Admin,LeaveAccrual,/Admin/LeaveAccrual,mvc,HttpGet,,,no,repository-verified
Admin,LeaveCarryOver,/Admin/LeaveCarryOver,mvc,HttpGet,,,no,repository-verified
Admin,LeaveTypesList,/Admin/LeaveTypesList,mvc,HttpGet (implicit),,,no,repository-verified
Admin,MoveApplication,/Admin/MoveApplication,mvc,HttpPost,ValidateAntiForgeryToken,,no,repository-verified
Admin,NotifyExpiring,/Admin/NotifyExpiring,mvc,HttpPost,ValidateAntiForgeryToken,,no,repository-verified
Admin,Polices,/Admin/Polices,mvc,HttpGet (implicit),,,no,repository-verified
Admin,PolicesData,/Admin/PolicesData,mvc,HttpGet (implicit),,,no,repository-verified
Admin,PostFinalSettlement,/Admin/PostFinalSettlement,mvc,HttpPost,ValidateAntiForgeryToken,,no,repository-verified
Admin,PostLeaveProvision,/Admin/PostLeaveProvision,mvc,HttpPost,ValidateAntiForgeryToken,,no,repository-verified
Admin,RemoveEnrollment,/Admin/RemoveEnrollment,mvc,HttpPost,,,no,repository-verified
Admin,RequiredDocTypesList,/Admin/RequiredDocTypesList,mvc,HttpGet,,,no,repository-verified
Admin,RunLeaveCarryOver,/Admin/RunLeaveCarryOver,mvc,HttpPost,ValidateAntiForgeryToken,,no,repository-verified
Admin,SaveApplication,/Admin/SaveApplication,mvc,HttpPost,ValidateAntiForgeryToken,,no,repository-verified
Admin,SaveAppraisalCycle,/Admin/SaveAppraisalCycle,mvc,HttpPost,,,no,repository-verified
Admin,SaveAppraisalScores,/Admin/SaveAppraisalScores,mvc,HttpPost,,,no,repository-verified
Admin,SaveAppraisalTemplate,/Admin/SaveAppraisalTemplate,mvc,HttpPost,,,no,repository-verified
Admin,SaveAttendance,/Admin/SaveAttendance,mvc,HttpPost,ValidateAntiForgeryToken,,no,repository-verified
Admin,SaveAttendancePolicy,/Admin/SaveAttendancePolicy,mvc,HttpPost,ValidateAntiForgeryToken,,no,repository-verified
Admin,SaveContract,/Admin/SaveContract,mvc,HttpPost,ValidateAntiForgeryToken,,no,repository-verified
Admin,SaveDocument,/Admin/SaveDocument,mvc,HttpPost,ValidateAntiForgeryToken,,no,repository-verified
Admin,SaveEmployee,/Admin/SaveEmployee,mvc,HttpPost,ValidateAntiForgeryToken,,no,repository-verified
Admin,SaveHoliday,/Admin/SaveHoliday,mvc,HttpPost,ValidateAntiForgeryToken,,no,repository-verified
Admin,SaveLeavePolicy,/Admin/SaveLeavePolicy,mvc,HttpPost,ValidateAntiForgeryToken,,no,repository-verified
Admin,SaveLeaveType,/Admin/SaveLeaveType,mvc,HttpPost,,,no,repository-verified
Admin,SaveLeaveTypeEncashable,/Admin/SaveLeaveTypeEncashable,mvc,HttpPost,ValidateAntiForgeryToken,,no,repository-verified
Admin,SaveMainPolices,/Admin/SaveMainPolices,mvc,HttpPost,ValidateAntiForgeryToken,,no,repository-verified
Admin,SaveRequiredDocType,/Admin/SaveRequiredDocType,mvc,HttpPost,,,no,repository-verified
Admin,SaveSalaryPolicy,/Admin/SaveSalaryPolicy,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.ApiPerm(CrossBuy.Models.ApiPermAttribute.Hr, CrossBuy.BL.HrActions.PayrollManage)",,no,repository-verified
Admin,SaveTrainingCourse,/Admin/SaveTrainingCourse,mvc,HttpPost,,,no,repository-verified
Admin,SetAppraisalCycleStatus,/Admin/SetAppraisalCycleStatus,mvc,HttpPost,,,no,repository-verified
Admin,SetEnrollmentStatus,/Admin/SetEnrollmentStatus,mvc,HttpPost,,,no,repository-verified
Admin,TrainingCourseEditor,/Admin/TrainingCourseEditor,mvc,HttpGet,,,no,repository-verified
Admin,TrainingCourses,/Admin/TrainingCourses,mvc,HttpGet,,,no,repository-verified
Admin,UploadApplicationDoc,/Admin/UploadApplicationDoc,mvc,HttpPost,ValidateAntiForgeryToken,,no,repository-verified
Announcements,Active,/Announcements/Active,mvc,HttpGet,,SessionValidation,no,repository-verified
Announcements,Create,/Announcements/Create,mvc,HttpPost,,SessionValidation,no,repository-verified
Announcements,Dismiss,/Announcements/Dismiss,mvc,HttpPost,,SessionValidation,no,repository-verified
Announcements,Index,/Announcements/Index,mvc,HttpGet,,SessionValidation,no,repository-verified
Announcements,Toggle,/Announcements/Toggle,mvc,HttpPost,,SessionValidation,no,repository-verified
Approvals,Index,/Approvals/Index,mvc,HttpGet,,SessionValidation,no,repository-verified
Base,Index,/Base/Index,mvc,HttpGet (implicit),,,no,repository-verified
Brand,ActivateDefaultBrand,/Brand/ActivateDefaultBrand,mvc,HttpPost,ValidateAntiForgeryToken,SessionValidation,no,repository-verified
Brand,BrandEditor,/Brand/BrandEditor,mvc,HttpGet,,SessionValidation,no,repository-verified
Brand,Brands,/Brand/Brands,mvc,HttpGet,,SessionValidation,no,repository-verified
Brand,DeleteBrand,/Brand/DeleteBrand,mvc,HttpPost,ValidateAntiForgeryToken,SessionValidation,no,repository-verified
Brand,SaveBrand,/Brand/SaveBrand,mvc,HttpPost,ValidateAntiForgeryToken,SessionValidation,no,repository-verified
BusinessEventMonitor,Details,/BusinessEventMonitor/Details,mvc,HttpGet,,PlatformOps; SessionValidation,no,repository-verified
BusinessEventMonitor,Index,/BusinessEventMonitor/Index,mvc,HttpGet,,PlatformOps; SessionValidation,no,repository-verified
BusinessEventMonitor,Notes,/BusinessEventMonitor/Notes,mvc,HttpGet,,PlatformOps; SessionValidation,no,repository-verified
BusinessEventMonitor,NotesAdd,/BusinessEventMonitor/NotesAdd,mvc,HttpPost,ValidateAntiForgeryToken; RequestSizeLimit(21_000_000),PlatformOps; SessionValidation,no,repository-verified
BusinessEventMonitor,Retry,/BusinessEventMonitor/Retry,mvc,HttpPost,ValidateAntiForgeryToken,PlatformOps; SessionValidation,no,repository-verified
BusinessEventMonitor,Rows,/BusinessEventMonitor/Rows,mvc,HttpGet,,PlatformOps; SessionValidation,no,repository-verified
BusinessEventMonitor,Runtime,/BusinessEventMonitor/Runtime,mvc,HttpGet,,PlatformOps; SessionValidation,no,repository-verified
Calendar,Attendees,/Calendar/Attendees,mvc,HttpGet,,SessionValidation,no,repository-verified
Calendar,Conflicts,/Calendar/Conflicts,mvc,HttpGet,,SessionValidation,no,repository-verified
Calendar,Delete,/Calendar/Delete,mvc,HttpPost,ValidateAntiForgeryToken,SessionValidation,no,repository-verified
Calendar,Events,/Calendar/Events,mvc,HttpGet,,SessionValidation,no,repository-verified
Calendar,FreeSlots,/Calendar/FreeSlots,mvc,HttpGet,,SessionValidation,no,repository-verified
Calendar,Get,/Calendar/Get,mvc,HttpGet,,SessionValidation,no,repository-verified
Calendar,Index,/Calendar/Index,mvc,HttpGet,,SessionValidation,no,repository-verified
Calendar,ResourceView,/Calendar/ResourceView,mvc,HttpGet,,SessionValidation,no,repository-verified
Calendar,Save,/Calendar/Save,mvc,HttpPost,ValidateAntiForgeryToken,SessionValidation,no,repository-verified
Calendar,SaveSchedule,/Calendar/SaveSchedule,mvc,HttpPost,ValidateAntiForgeryToken,SessionValidation,no,repository-verified
Calendar,Schedule,/Calendar/Schedule,mvc,HttpGet,,SessionValidation,no,repository-verified
Calendar,Timeline,/Calendar/Timeline,mvc,HttpGet,,SessionValidation,no,repository-verified
Calendar,Upcoming,/Calendar/Upcoming,mvc,HttpGet,,SessionValidation,no,repository-verified
Chat,AddMember,/Chat/AddMember,mvc,HttpPost,,SessionValidation,no,repository-verified
Chat,Conversations,/Chat/Conversations,mvc,HttpGet,,SessionValidation,no,repository-verified
Chat,CreateGroup,/Chat/CreateGroup,mvc,HttpPost,,SessionValidation,no,repository-verified
Chat,Delete,/Chat/Delete,mvc,HttpPost,,SessionValidation,no,repository-verified
Chat,Directory,/Chat/Directory,mvc,HttpGet,,SessionValidation,no,repository-verified
Chat,Edit,/Chat/Edit,mvc,HttpPost,,SessionValidation,no,repository-verified
Chat,Header,/Chat/Header,mvc,HttpGet,,SessionValidation,no,repository-verified
Chat,Index,/Chat/Index,mvc,HttpGet,,SessionValidation,no,repository-verified
Chat,MarkRead,/Chat/MarkRead,mvc,HttpPost,,SessionValidation,no,repository-verified
Chat,Messages,/Chat/Messages,mvc,HttpGet,,SessionValidation,no,repository-verified
Chat,React,/Chat/React,mvc,HttpPost,,SessionValidation,no,repository-verified
Chat,RemoveMember,/Chat/RemoveMember,mvc,HttpPost,,SessionValidation,no,repository-verified
Chat,Send,/Chat/Send,mvc,HttpPost,RequestSizeLimit(52_428_800),SessionValidation,no,repository-verified
Chat,StartDirect,/Chat/StartDirect,mvc,HttpPost,,SessionValidation,no,repository-verified
ClientPortal,Index,/ClientPortal/Index,mvc,"HttpGet(""""); HttpGet(""Index"")",,"Authorize; Route(""ClientPortal"")",no,repository-verified
ClientPortal,Invoices,/ClientPortal/Invoices,mvc,"HttpGet(""Invoices"")",,"Authorize; Route(""ClientPortal"")",no,repository-verified
ClientPortal,Projects,/ClientPortal/Projects,mvc,"HttpGet(""Projects"")",,"Authorize; Route(""ClientPortal"")",no,repository-verified
ClientPortal,Quotations,/ClientPortal/Quotations,mvc,"HttpGet(""Quotations"")",,"Authorize; Route(""ClientPortal"")",no,repository-verified
ClientPortal,Summary,/ClientPortal/Summary,mvc,"HttpGet(""api/summary"")",,"Authorize; Route(""ClientPortal"")",no,repository-verified
Comm,Compose,/Comm/Compose,mvc,HttpGet,,SessionValidation,no,repository-verified
Comm,Contacts,/Comm/Contacts,mvc,HttpGet,,SessionValidation,no,repository-verified
Comm,Index,/Comm/Index,mvc,HttpGet,,SessionValidation,no,repository-verified
Comm,Resend,/Comm/Resend,mvc,HttpPost,ValidateAntiForgeryToken,SessionValidation,no,repository-verified
Comm,Send,/Comm/Send,mvc,HttpPost,ValidateAntiForgeryToken; RequestSizeLimit(52_428_800),SessionValidation,no,repository-verified
Comm,Star,/Comm/Star,mvc,HttpPost,,SessionValidation,no,repository-verified
Comm,Trash,/Comm/Trash,mvc,HttpPost,ValidateAntiForgeryToken,SessionValidation,no,repository-verified
Comm,View,/Comm/View,mvc,HttpGet,,SessionValidation,no,repository-verified
Comments,Add,/Comments/Add,mvc,HttpPost,,SessionValidation,no,repository-verified
Comments,Delete,/Comments/Delete,mvc,HttpPost,,SessionValidation,no,repository-verified
Comments,List,/Comments/List,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,AccountEditor,/Crm/AccountEditor,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,AccountInsights,/Crm/AccountInsights,mvc,HttpGet,"CrossBuy.Models.CrmPerm(""read"")",SessionValidation,no,repository-verified
Crm,AccountPickData,/Crm/AccountPickData,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,Accounts,/Crm/Accounts,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,AccountsData,/Crm/AccountsData,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,Activities,/Crm/Activities,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,ActivitiesData,/Crm/ActivitiesData,mvc,HttpGet,,SessionValidation,no,repository-verified
