path,file,kind,ext,bytes,sha256_12,reference_count,referenced_by
CrossBuy/wwwroot/assets-en/imgs/theme/icons/icon-print.svg,icon-print.svg,brand-mark,svg,795,a06568bdd7d1,0,
CrossBuy/wwwroot/assets-en/imgs/theme/icons/icon-search.png,icon-search.png,brand-mark,png,517,ffd74e868acb,2,CrossBuy/wwwroot/assets-en/css/main.css; CrossBuy/wwwroot/assets/css/main.css
CrossBuy/wwwroot/assets-en/imgs/theme/icons/icon-twitter-brand.svg,icon-twitter-brand.svg,brand-mark,svg,1507,c9af960975a0,0,
CrossBuy/wwwroot/assets-en/imgs/theme/icons/icon-twitter-white.svg,icon-twitter-white.svg,brand-mark,svg,1507,f7f488c69fef,1,CrossBuy/Views/Shared/_mainLayout.cshtml
CrossBuy/wwwroot/assets-en/imgs/theme/icons/icon-twitter.svg,icon-twitter.svg,brand-mark,svg,1507,1b0b686d29b5,0,
CrossBuy/wwwroot/assets-en/imgs/theme/icons/icon-user.svg,icon-user.svg,brand-mark,svg,1771,158848fe6045,1,CrossBuy/Views/Shared/_mainLayout.cshtml
CrossBuy/wwwroot/assets-en/imgs/theme/icons/icon-youtube-brand.svg,icon-youtube-brand.svg,brand-mark,svg,379,6c55d622e95e,0,
CrossBuy/wwwroot/assets-en/imgs/theme/icons/icon-youtube-white.svg,icon-youtube-white.svg,brand-mark,svg,379,0961413cdb0b,1,CrossBuy/Views/Shared/_mainLayout.cshtml
CrossBuy/wwwroot/assets-en/imgs/theme/icons/icon-youtube.svg,icon-youtube.svg,brand-mark,svg,379,81961d59939b,0,
CrossBuy/wwwroot/assets-en/imgs/theme/icons/logo-apple.svg,logo-apple.svg,brand-mark,svg,1868,a3087f1faacc,0,
CrossBuy/wwwroot/assets-en/imgs/theme/icons/logo-facebook.svg,logo-facebook.svg,brand-mark,svg,659,ca728efb6c1c,0,
CrossBuy/wwwroot/assets-en/imgs/theme/icons/logo-google.svg,logo-google.svg,brand-mark,svg,1385,6aa575757cc2,0,
CrossBuy/wwwroot/assets-en/imgs/theme/logo-2.svg,logo-2.svg,brand-mark,svg,21893,6251ccdb9ee9,0,
CrossBuy/wwwroot/assets-en/imgs/theme/logo-light.svg,logo-light.svg,brand-mark,svg,21914,95e0652a34f0,2,CrossBuy/Views/Hyper/PosLogin.cshtml; CrossBuy/Views/PosApp/Login.cshtml
CrossBuy/wwwroot/assets-en/imgs/theme/logo.svg,logo.svg,brand-mark,svg,21893,6251ccdb9ee9,8,CrossBuy/Views/Shared/_LayoutAccounting.cshtml; CrossBuy/Views/Shared/_LayoutBackend.cshtml; CrossBuy/Views/Shared/_LayoutHyperPos.cshtml; CrossBuy/Views/Shared/_LayoutInventory.cshtml …
CrossBuy/wwwroot/assets/imgs/theme/favicon.svg,favicon.svg,brand-mark,svg,9540,400733a9a67e,15,CrossBuy/Views/Account/Login.cshtml; CrossBuy/Views/Hyper/PosLogin.cshtml; CrossBuy/Views/Portal/Choose.cshtml; CrossBuy/Views/PosApp/Login.cshtml …
CrossBuy/wwwroot/assets/imgs/theme/icons/icon-1.svg,icon-1.svg,brand-mark,svg,5445,4e9bed315a76,1,CrossBuy/Views/Shared/_mainLayout.cshtml
